,A43ml,A1ml,V43ml,V1ml,Age 0,Age 1,Age 2,Age 3,Age 4,Age 5,Age 6,Age 7,Age 8+,1+
1991 - 45G9,2264.36,752.6,117.71,25.93,295.84,321.32,1287.64,1051.61,0.0,175.27,58.42,0.0,29.21,2923.47
1991 - 45H0,2872.26,1090.2,93.27,16.71,199.43,1247.54,3140.56,2823.01,0.0,471.93,79.85,38.49,39.92,7841.3
1991 - 45H1,339.17,0.0,3.98,0.0,97.29,293.08,250.38,159.49,4.54,59.98,4.54,0.0,0.0,772.01
1991 - 46G8,1472.8,885.72,157.88,51.52,18.18,156.44,801.73,724.32,39.11,136.88,19.55,19.55,58.66,1956.24
1991 - 46G9,2558.93,57.13,132.85,0.59,159.11,167.82,642.08,912.05,87.56,196.51,87.56,29.19,65.67,2188.44
1991 - 46H0,3149.88,1781.62,143.83,54.8,326.8,530.22,1885.22,2178.15,176.74,589.13,294.56,58.91,176.74,5889.67
1991 - 46H1,1242.41,149.3,20.03,1.31,496.46,914.19,1181.84,1157.72,10.43,180.75,20.86,0.0,10.43,3476.22
1991 - 47H0,407.26,364.82,4.98,2.98,294.5,279.45,1058.56,1313.61,34.93,197.44,53.16,44.05,56.19,3037.39
1991 - 47H1,1939.06,724.72,63.9,13.16,1138.44,184.44,437.03,528.14,19.26,90.37,13.33,27.41,33.34,1333.32
1991 - 47H2,1035.88,140.67,17.76,0.63,589.77,216.49,740.63,913.18,24.42,154.64,6.51,53.71,6.51,2116.09
1991 - 48H2,17.46,0.0,0.03,0.0,3128.28,552.88,2150.1,2763.18,61.43,430.02,0.0,184.29,0.0,6141.9
1992 - 37G0,4.04,0.0,0.0,0.0,7.1,1.98,4.53,2.08,0.5,0.28,0.02,0.0,0.0,9.39
1992 - 37G1,225.82,8.0,0.72,0.03,86.96,55.59,191.67,113.74,18.36,6.77,0.18,0.0,0.0,386.31
1992 - 37G2,0.0,0.0,0.0,0.0,7.23,6.54,15.07,14.96,3.33,0.62,0.09,0.0,0.0,40.61
1992 - 38F9,27.76,0.0,0.04,0.0,6.24,1.27,3.34,2.41,0.64,0.28,0.03,0.0,0.0,7.97
1992 - 38G0,150.36,11.88,0.6,0.02,122.84,34.28,78.35,35.96,8.64,4.84,0.3,0.0,0.0,162.37
1992 - 38G1,4.0,0.0,0.02,0.0,4.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1992 - 38G2,23.76,0.0,0.02,0.0,65.99,59.69,137.63,136.56,30.4,5.68,0.85,0.0,0.0,370.81
1992 - 38G3,138.42,0.0,0.51,0.0,431.37,766.21,613.51,221.11,31.01,4.36,0.0,0.0,0.0,1636.2
1992 - 38G4,138.91,0.0,0.38,0.0,1789.83,77.28,73.57,36.76,5.55,0.56,0.0,0.0,0.0,193.72
1992 - 38G8,205.68,0.0,1.21,0.0,283.63,760.33,79.73,421.8,132.93,70.85,5.36,8.89,8.89,1488.78
1992 - 38G9,1507.08,388.03,27.81,2.76,10718.17,1477.84,814.95,566.25,165.77,27.61,27.61,13.81,0.0,3093.84
1992 - 39F9,145.72,0.0,0.38,0.0,236.66,4.63,3.13,0.07,0.0,0.0,0.0,0.0,0.0,7.83
1992 - 39G0,137.51,7.89,0.53,0.01,181.1,3.47,1.63,0.0,0.0,0.0,0.0,0.0,0.0,5.1
1992 - 39G1,3.91,0.0,0.01,0.0,211.18,1.37,0.97,0.0,0.0,0.0,0.0,0.0,0.0,2.34
1992 - 39G2,0.0,0.0,0.0,0.0,7.99,3.25,10.05,7.9,2.26,0.37,0.14,0.0,0.0,23.97
1992 - 39G3,676.92,3.93,3.93,0.0,474.35,556.57,772.41,562.47,106.26,15.93,0.67,0.0,0.0,2014.31
1992 - 39G4,906.2,160.44,7.53,1.18,34.87,184.06,223.36,200.88,42.2,7.88,4.99,2.4,0.34,666.11
1992 - 39G5,3236.26,2623.93,97.48,28.68,0.0,97.21,511.37,261.58,43.86,33.92,16.24,0.0,9.62,973.8
1992 - 39G6,2494.43,1081.63,39.25,8.03,0.0,76.75,181.63,286.52,158.73,19.0,20.22,28.26,0.0,771.11
1992 - 39G7,1613.93,0.0,21.24,0.0,187.2,736.76,451.14,588.04,340.79,9.64,60.05,7.16,19.09,2212.67
1992 - 39G8,2595.05,62.76,55.41,0.12,590.18,1483.64,963.15,422.18,393.45,90.16,82.01,73.76,0.0,3508.35
1992 - 39G9,2929.54,766.73,47.94,1.82,18.29,1907.78,2957.59,2154.3,1150.12,328.63,611.64,0.0,0.0,9110.06
1992 - 39H0,39.03,0.0,0.15,0.0,6028.62,412.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,412.17
1992 - 40F9,27.2,0.0,0.02,0.0,17.58,0.56,0.72,0.01,0.0,0.0,0.0,0.0,0.0,1.29
1992 - 40G0,495.76,0.0,2.0,0.0,419.65,13.36,17.08,0.13,0.0,0.0,0.0,0.0,0.0,30.57
1992 - 40G2,332.69,0.0,1.59,0.0,39.51,12.54,18.88,36.62,11.84,3.1,1.94,0.0,0.8,85.72
1992 - 40G4,602.58,225.69,8.03,1.35,0.0,5.04,105.67,245.23,58.87,19.95,22.32,18.48,3.48,479.04
1992 - 40G5,1481.53,447.76,21.74,2.93,4.35,65.58,162.29,259.02,103.66,8.92,41.49,39.57,50.59,731.12
1992 - 40G6,1414.09,459.29,19.03,2.16,1.92,40.31,149.55,208.1,53.08,9.81,5.3,2.65,0.0,468.8
1992 - 40G7,7.8,0.0,0.01,0.0,26.01,317.85,557.93,526.01,327.96,125.18,152.89,26.48,0.0,2034.3
1992 - 40G8,2635.24,835.5,57.98,6.03,22.25,570.45,466.47,311.97,112.76,47.83,34.59,2.7,28.45,1575.22
1992 - 40G9,1879.1,46.23,19.2,0.06,2257.94,3589.11,2629.47,1283.92,266.99,32.76,262.2,0.0,0.0,8064.45
1992 - 40H0,439.24,0.0,2.26,0.0,10460.64,313.06,10.8,10.8,0.0,0.0,0.0,0.0,0.0,334.66
1992 - 41G2,1021.47,19.13,6.21,0.02,0.0,0.2,0.34,0.49,0.18,0.02,0.04,0.0,0.04,1.31
1992 - 41G6,0.0,0.0,0.0,0.0,0.0,16.1,216.83,253.35,109.01,70.05,27.37,18.31,4.81,715.83
1992 - 41G7,0.0,0.0,0.0,0.0,0.0,20.32,254.01,195.62,104.25,19.24,20.32,9.09,0.0,622.85
1992 - 41G8,1749.74,291.95,42.94,0.94,1880.94,1605.7,958.11,910.37,434.29,15.63,96.7,1.26,169.43,4191.49
1992 - 41G9,2437.12,1128.4,90.63,20.78,170.32,1407.99,1113.63,963.85,388.29,17.62,63.99,17.37,5.49,3978.23
1992 - 41H0,163.61,15.21,1.69,0.05,368.64,2580.61,1590.21,1734.75,787.96,36.1,130.1,0.0,0.0,6859.73
1992 - 42G6,0.0,0.0,0.0,0.0,0.0,10.52,137.43,145.83,60.86,40.01,16.44,13.14,4.14,428.37
1992 - 42G7,1235.23,0.0,12.16,0.0,0.0,11.2,265.2,342.88,92.28,32.41,25.33,71.28,26.67,867.25
1992 - 42G8,573.78,192.79,16.44,1.96,0.0,55.59,134.08,125.65,89.87,20.18,23.28,4.71,5.83,459.19
1992 - 42G9,3397.22,3333.13,209.57,95.41,3.28,63.51,25.64,58.04,29.82,0.6,0.0,0.0,0.0,177.61
1992 - 42H0,1332.6,1004.02,56.71,26.59,13.47,140.65,107.13,137.26,67.24,3.39,10.08,0.0,0.0,465.75
1992 - 43G7,1523.7,0.0,29.25,0.0,0.0,0.61,6.53,5.28,5.06,2.34,1.96,2.28,1.28,25.34
1992 - 43G9,2843.56,2106.54,191.35,107.17,64.67,1381.42,517.4,679.04,288.11,8.84,0.0,0.0,0.0,2874.81
1992 - 43H0,1954.7,1622.83,160.23,111.88,3626.34,1634.23,119.33,495.1,59.61,0.0,29.81,0.0,0.0,2338.08
1992 - 43H1,0.0,0.0,0.0,0.0,412.95,186.71,13.67,56.44,6.71,0.0,3.48,0.0,0.0,267.01
1992 - 44G7,2696.59,0.0,91.11,0.0,0.0,58.86,174.91,137.36,71.49,33.57,42.3,31.0,29.18,578.67
1992 - 44G8,1158.15,0.0,16.77,0.0,0.29,23.29,75.63,59.72,32.78,16.59,19.95,16.09,16.35,260.4
1992 - 44G9,1650.28,874.33,62.99,19.23,1368.47,605.31,1473.6,1447.44,52.62,236.82,26.36,26.36,26.26,3894.77
1992 - 44H0,2293.39,1119.64,88.88,28.72,0.0,986.82,1009.57,830.68,869.12,0.0,98.63,0.0,0.0,3794.82
1992 - 44H1,0.0,0.0,0.0,0.0,1556.71,6227.19,1614.36,1556.71,519.02,57.65,0.0,0.0,0.0,9974.93
1992 - 45G7,1733.15,0.0,53.95,0.0,1.69,23.86,81.31,71.66,25.19,14.19,23.24,12.15,17.73,269.33
1992 - 45G8,2999.17,0.0,118.93,0.0,1.96,39.13,105.34,79.45,25.6,13.13,22.26,11.09,16.16,312.16
1992 - 45G9,1975.21,592.74,88.2,16.34,1.12,116.78,285.23,171.58,37.46,20.13,20.62,9.84,4.79,666.43
1992 - 46G8,2046.93,307.94,176.72,19.22,0.0,0.12,0.78,1.01,0.31,0.08,0.26,0.2,0.06,2.82
1992 - 46G9,2905.6,53.47,132.79,0.39,1.7,66.13,89.34,125.88,18.56,9.98,5.49,5.83,0.0,321.21
1992 - 46H0,3034.9,1460.67,149.26,41.71,1.56,80.82,77.3,105.55,20.2,8.6,8.66,13.43,3.38,317.94
1992 - 47G9,1282.58,3.54,23.18,0.02,0.9,123.33,45.57,36.98,8.57,2.15,4.5,6.44,2.12,229.66
1992 - 47H0,2365.32,293.83,67.46,3.27,2.3,146.73,115.98,146.6,26.08,10.45,10.05,16.38,3.91,476.18
1992 - 47H1,2086.05,63.66,59.66,0.28,2.23,142.22,112.42,142.09,25.28,10.13,9.75,15.88,3.79,461.56
1993 - 37G0,56.57,4.04,0.2,0.0,4.24,1.54,7.01,6.01,1.71,0.41,0.29,0.0,0.0,16.97
1993 - 37G1,606.89,60.53,1.87,0.07,2.38,43.5,110.18,96.42,32.3,4.58,5.77,0.0,0.0,292.75
1993 - 37G2,144.19,0.0,0.44,0.0,1.22,7.32,27.39,36.73,8.11,1.2,0.0,0.0,0.0,80.75
1993 - 37G3,0.0,0.0,0.0,0.0,16.41,13.46,9.71,3.48,0.35,0.0,0.0,0.0,0.0,27.0
1993 - 38G0,217.64,27.66,0.91,0.03,14.82,5.37,24.49,20.99,5.99,1.43,1.01,0.0,0.0,59.28
1993 - 38G1,119.69,0.0,0.3,0.0,0.85,0.31,1.41,1.21,0.34,0.08,0.06,0.0,0.0,3.41
1993 - 38G2,425.4,3.96,0.73,0.01,0.0,15.18,91.26,128.6,28.63,3.59,1.03,0.0,0.0,268.29
1993 - 38G3,150.92,0.0,0.38,0.0,11.6,83.94,194.22,201.73,32.78,3.13,0.37,0.0,0.0,516.17
1993 - 38G4,27.79,0.0,0.03,0.0,18.43,19.15,43.54,49.31,9.25,0.85,0.29,0.0,0.0,122.39
1993 - 39F9,31.54,0.0,0.07,0.0,0.34,20.33,20.74,10.57,2.65,0.2,0.2,0.0,0.0,54.69
1993 - 39G0,380.35,19.73,2.05,0.02,61.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1993 - 39G1,325.94,7.89,1.85,0.01,10.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1993 - 39G2,0.0,0.0,0.0,0.0,,,,,,,,,,
1993 - 39G3,19.61,0.0,0.01,0.0,0.56,16.75,89.44,131.79,29.56,3.15,0.52,0.0,0.0,271.21
1993 - 39G4,3.9,0.0,0.01,0.0,0.0,4.12,29.27,46.63,11.75,1.27,0.64,0.0,0.0,93.68
1993 - 39H0,7.8,0.0,0.01,0.0,550.78,129.5,60.97,56.76,30.43,21.76,4.35,0.0,4.35,308.12
1993 - 40F9,112.67,0.0,0.22,0.0,8.45,0.8,0.36,0.09,0.04,0.0,0.0,0.0,0.0,1.29
1993 - 40G0,1336.34,3.89,7.73,0.0,123.24,11.7,5.29,1.36,0.52,0.0,0.0,0.0,0.0,18.87
1993 - 40G1,250.74,0.0,0.87,0.0,60.49,5.74,2.59,0.67,0.26,0.0,0.0,0.0,0.0,9.26
1993 - 40G2,359.65,0.0,2.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1993 - 40G9,1941.0,0.0,18.58,0.0,2.63,485.4,286.83,110.31,66.19,121.36,11.03,11.03,11.03,1103.18
1993 - 40H0,132.21,0.0,0.32,0.0,655.52,2529.23,1560.19,775.13,425.55,292.73,58.3,17.86,22.99,5681.98
1993 - 41G0,660.42,0.0,3.65,0.0,,,,,,,,,,
1993 - 41G1,2147.38,0.0,9.12,0.0,0.0,0.34,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.68
1993 - 41G2,1241.86,0.0,7.09,0.0,,,,,,,,,,
1993 - 41G9,2444.92,182.51,78.68,1.87,225.02,2320.19,1339.95,584.12,615.22,223.01,95.3,53.17,84.92,5315.88
1993 - 41H0,98.89,3.8,0.62,0.01,320.02,1756.79,1171.29,634.5,780.87,244.02,146.41,48.74,97.61,4880.23
1993 - 42G1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1993 - 42G2,163.04,0.0,0.29,0.0,4.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1993 - 42G9,3397.22,3219.81,189.92,86.24,196.43,3524.18,4069.62,1747.84,2018.91,330.91,89.87,120.43,150.48,12052.24
1993 - 42H0,1301.84,943.33,57.23,25.54,0.0,834.37,1650.4,609.3,706.86,146.81,0.0,56.99,57.02,4061.75
1993 - 43G1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1993 - 43G2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1993 - 43G9,2304.69,1454.85,150.65,70.77,135.11,810.56,1269.64,767.6,497.51,267.19,31.01,150.53,44.23,3838.27
1993 - 43H0,2010.78,1615.35,168.37,104.65,135.14,810.64,1269.68,767.7,497.54,267.2,31.01,150.55,44.26,3838.58
1993 - 43H1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1993 - 44H0,2695.24,1903.98,97.1,35.07,0.0,1857.6,2907.45,1857.64,807.61,403.83,0.0,161.5,80.76,8076.39
1993 - 44H1,47.48,29.22,0.37,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1994 - 37G0,36.3,8.04,0.16,0.01,33.16,2.54,2.08,1.07,0.72,0.24,0.04,0.02,0.0,6.71
1994 - 37G1,56.55,12.13,0.16,0.01,249.41,69.52,133.84,271.48,202.46,57.71,14.24,3.48,0.0,752.73
1994 - 37G2,0.0,0.0,0.0,0.0,0.2,0.0,0.05,0.65,0.78,0.22,0.21,0.0,0.0,1.91
1994 - 37G5,192.05,0.0,0.94,0.0,5950.98,100.0,131.26,68.75,0.0,0.0,0.0,0.0,0.0,300.01
1994 - 37G9,20.0,0.0,0.13,0.0,703.86,387.28,339.07,144.63,14.46,11.25,0.0,6.42,0.0,903.11
1994 - 38F9,150.65,15.86,0.74,0.01,193.28,15.67,1.04,0.65,0.34,0.05,0.03,0.03,0.0,17.81
1994 - 38G0,325.08,110.8,2.47,0.6,155.46,11.92,9.73,4.99,3.39,1.13,0.2,0.07,0.0,31.43
1994 - 38G1,0.0,0.0,0.0,0.0,8.87,0.52,0.09,0.1,0.04,0.01,0.0,0.0,0.0,0.76
1994 - 38G2,0.0,0.0,0.0,0.0,395.01,10.79,21.38,117.74,105.64,14.82,3.59,0.0,0.0,273.96
1994 - 38G3,1089.82,0.0,2.41,0.0,358.11,44.02,46.37,160.32,140.07,22.31,6.54,0.0,0.0,419.63
1994 - 38G4,512.7,87.44,3.58,0.11,317.46,37.15,33.66,208.15,166.78,31.3,5.91,0.0,0.0,482.95
1994 - 38G5,2951.88,951.16,36.72,3.25,238.22,16.04,109.64,140.97,75.88,40.27,14.08,9.26,2.33,408.47
1994 - 38G8,952.31,0.0,22.92,0.0,74.93,866.62,1299.94,671.14,218.28,45.61,35.83,0.0,45.61,3183.03
1994 - 38G9,2080.8,975.7,53.85,10.41,1899.33,1610.07,1774.77,592.89,170.73,30.44,18.29,0.0,0.0,4197.19
1994 - 39F9,70.98,3.95,0.56,0.0,7.04,1.67,0.12,0.02,0.0,0.0,0.0,0.0,0.0,1.81
1994 - 39G0,70.96,43.41,0.75,0.17,18.93,1.94,0.74,0.0,0.0,0.0,0.0,0.0,0.0,2.68
1994 - 39G1,0.0,0.0,0.0,0.0,23.71,4.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.14
1994 - 39G2,0.0,0.0,0.0,0.0,,,,,,,,,,
1994 - 39G3,401.37,0.0,1.16,0.0,232.01,2.23,6.33,29.95,30.36,4.8,1.47,0.0,0.0,75.14
1994 - 39G4,1136.53,27.32,10.54,0.07,,,,,,,,,,
1994 - 39G5,3181.28,2422.77,92.59,29.35,167.85,20.2,149.27,220.47,86.12,55.1,15.2,7.34,6.02,559.72
1994 - 39G6,2110.15,924.51,29.24,7.25,150.95,6.96,308.87,782.62,575.93,271.71,204.36,18.57,0.0,2169.02
1994 - 39G7,1266.07,0.0,13.43,0.0,0.0,134.86,888.54,1622.39,809.21,230.07,130.9,0.0,0.0,3815.97
1994 - 39G8,3157.86,0.0,52.46,0.0,86.34,107.94,1435.59,1446.4,309.43,201.49,10.78,0.0,0.0,3511.63
1994 - 39G9,3374.04,1612.5,75.28,9.95,54.67,1985.28,6098.04,2130.95,463.62,173.4,25.38,0.0,0.0,10876.67
1994 - 39H0,144.61,19.51,1.26,0.03,8143.27,357.13,357.13,44.56,17.82,8.91,0.0,0.0,0.0,785.55
1994 - 40F9,0.0,0.0,0.0,0.0,5.73,2.89,3.64,0.04,0.01,0.0,0.0,0.0,0.0,6.58
1994 - 40G0,85.28,0.0,0.29,0.0,36.61,18.48,23.27,0.26,0.08,0.01,0.0,0.0,0.0,42.1
1994 - 40G1,46.22,0.0,0.14,0.0,2.28,1.15,1.45,0.02,0.0,0.0,0.0,0.0,0.0,2.62
1994 - 40G2,112.08,0.0,0.6,0.0,9.07,0.98,2.45,2.7,0.98,0.25,0.0,0.0,0.0,7.36
1994 - 40G4,847.48,147.88,12.75,0.59,4.2,0.0,13.9,31.23,26.41,29.34,12.58,0.0,6.71,120.17
1994 - 40G5,1989.04,790.14,33.64,4.17,39.92,16.58,147.66,369.32,398.23,222.5,101.41,0.0,41.92,1297.62
1994 - 40G6,1444.34,769.69,16.88,3.98,126.8,1.82,188.88,384.04,267.71,267.5,116.08,25.66,15.89,1267.58
1994 - 40G7,0.0,0.0,0.0,0.0,171.03,0.0,42.69,205.92,145.28,173.7,130.43,9.01,10.63,717.66
1994 - 40G8,2658.67,42.83,56.86,0.1,60.29,134.0,1728.6,827.45,355.09,107.2,137.34,0.0,0.0,3289.68
1994 - 40G9,2858.22,202.58,47.28,0.35,78.58,1490.42,3674.02,1253.61,405.69,151.11,71.0,0.0,11.44,7057.29
1994 - 40H0,877.51,132.24,9.66,0.13,34.84,2907.99,3290.41,752.65,234.33,120.0,33.19,0.0,0.0,7338.57
1994 - 41G0,179.97,0.0,0.3,0.0,,,,,,,,,,
1994 - 41G1,2687.48,0.0,10.89,0.0,,,,,,,,,,
1994 - 41G2,1037.48,0.0,5.89,0.0,,,,,,,,,,
1994 - 41G6,324.03,0.0,1.83,0.0,149.88,0.7,66.97,119.55,51.66,94.92,40.43,12.73,8.92,395.88
1994 - 41G7,45.64,0.0,0.26,0.0,796.66,0.0,66.87,220.54,159.27,114.73,94.11,46.98,0.0,702.5
1994 - 41G8,1799.35,0.0,51.59,0.0,258.39,36.6,520.16,740.79,591.02,460.69,258.99,4.47,48.89,2661.61
1994 - 41G9,2678.51,0.0,117.39,0.0,3.58,314.38,1767.15,870.85,415.59,162.66,68.7,0.0,10.84,3610.17
1994 - 41H0,285.57,0.0,3.35,0.0,21269.73,724.57,1005.0,210.41,70.19,46.68,23.34,0.0,23.34,2103.53
1994 - 42G1,0.0,0.0,0.0,0.0,51.25,327.8,98.42,5.25,0.0,0.0,0.0,0.0,0.0,431.47
1994 - 42G2,60.76,0.0,0.14,0.0,20.03,186.28,64.58,0.31,0.0,0.0,0.0,0.0,0.0,251.17
1994 - 42G6,159.27,0.0,1.74,0.0,143.76,0.0,3.57,33.94,32.15,55.31,22.39,12.5,13.4,173.26
1994 - 42G7,2164.28,312.43,42.27,1.33,1550.42,0.0,38.52,365.98,346.72,596.48,241.42,134.83,177.91,1901.86
1994 - 42G8,713.41,0.0,26.49,0.0,0.0,0.0,56.21,49.8,161.44,82.92,37.22,21.42,17.68,426.69
1994 - 42G9,3397.22,67.55,261.57,1.31,0.0,0.0,821.15,766.35,400.86,149.48,40.98,0.0,10.62,2189.44
1994 - 42H0,1536.33,33.84,74.1,0.04,2362.62,276.33,1114.99,565.97,132.92,86.13,9.82,0.0,0.0,2186.16
1994 - 43G1,0.0,0.0,0.0,0.0,188.88,139.68,27.16,0.0,0.0,0.0,0.0,0.0,0.0,166.84
1994 - 43G2,0.0,0.0,0.0,0.0,18.56,129.97,37.92,0.84,0.0,0.0,0.0,0.0,0.0,168.73
1994 - 43G7,1922.58,336.32,51.16,1.99,2868.28,0.0,151.58,1912.76,432.39,245.36,114.37,106.08,123.32,3085.86
1994 - 43G8,130.93,0.0,2.76,0.0,0.0,0.0,26.36,23.36,75.72,38.89,17.46,10.05,8.29,200.13
1994 - 43G9,2910.56,1724.14,219.7,64.77,0.0,13.12,1111.83,870.52,655.75,554.43,140.71,0.0,171.68,3518.04
1994 - 43H0,2137.74,902.84,188.0,24.0,1870.48,78.33,1621.94,724.26,219.48,109.97,61.62,0.0,0.0,2815.6
1994 - 43H1,0.0,0.0,0.0,0.0,1144.32,11.68,1875.47,894.61,521.87,372.75,74.56,0.0,0.0,3750.94
1994 - 44G6,0.0,0.0,0.0,0.0,2.97,2.15,55.4,146.47,108.71,94.16,42.12,7.41,23.72,480.14
1994 - 44G7,2836.01,802.8,106.24,11.9,9.31,6.72,173.4,458.43,340.27,294.71,131.83,23.19,74.23,1502.78
1994 - 44G8,1231.29,0.0,20.24,0.0,81.1,0.0,45.84,164.85,147.22,121.65,0.0,0.0,0.0,479.56
1994 - 44G9,1598.87,933.04,61.58,22.47,0.0,0.0,390.36,883.16,515.81,234.91,124.96,45.49,79.47,2274.16
1994 - 44H0,1496.58,622.81,67.75,14.93,269.46,6.18,1303.89,816.18,463.5,257.46,75.67,8.93,16.7,2948.51
1994 - 44H1,0.0,0.0,0.0,0.0,239.88,15.12,188.89,107.82,41.61,15.34,6.31,0.0,0.0,375.09
1994 - 45G7,2084.46,418.32,82.09,7.87,0.0,11.89,186.68,1217.14,484.53,473.78,161.17,48.69,97.39,2681.27
1994 - 45G8,3053.59,1049.86,132.76,35.64,594.15,29.22,108.61,322.89,174.35,206.5,38.96,31.17,33.12,944.82
1994 - 45G9,2061.6,1164.57,89.8,32.31,0.0,1.12,54.59,94.75,38.27,50.09,9.9,0.11,8.07,256.9
1994 - 45H0,1349.96,589.44,45.26,9.47,0.0,14.38,559.73,559.82,221.77,169.26,30.45,4.46,9.96,1569.83
1994 - 45H1,0.0,0.0,0.0,0.0,0.0,17.43,118.41,62.95,19.49,7.18,0.7,0.0,2.4,228.56
1994 - 46G8,2214.88,1379.47,193.94,106.28,1049.11,0.0,135.26,140.26,75.98,132.87,70.77,34.42,35.23,624.79
1994 - 46G9,2952.27,2202.47,142.36,48.42,43.01,2.58,69.01,212.21,93.51,105.11,11.14,6.95,2.09,502.6
1994 - 46H0,2626.55,2003.17,137.24,69.57,310.14,0.0,842.4,1895.77,1020.61,525.68,44.68,83.69,85.96,4498.79
1994 - 46H1,358.84,95.84,6.0,1.32,855.75,118.18,1134.89,988.2,468.63,101.88,0.0,40.75,20.38,2872.91
1994 - 47G9,1081.86,14.18,15.36,0.17,13.42,0.0,221.37,741.91,17.89,384.15,371.63,0.0,47.4,1784.35
1994 - 47H0,1184.3,1067.68,20.1,20.14,400.18,0.0,450.06,751.69,149.86,386.37,215.32,0.0,0.0,1953.3
1994 - 47H1,1447.47,1214.66,40.81,30.13,1447.25,29.75,1378.22,3596.31,309.58,449.74,297.38,29.0,0.0,6089.98
1995 - 37G0,153.3,0.0,0.01,0.0,1144.72,157.97,42.19,1.71,5.14,4.15,0.86,0.26,0.54,212.82
1995 - 37G1,570.85,0.0,2.59,0.0,417.07,357.36,112.21,30.9,59.1,50.41,10.86,6.22,9.63,636.69
1995 - 37G2,104.12,0.0,0.75,0.0,160.89,202.47,102.16,30.3,103.74,35.64,33.15,5.2,5.5,518.16
1995 - 37G5,0.0,0.0,0.0,0.0,4666.87,331.88,35.74,0.0,35.74,35.74,0.0,0.0,0.0,439.1
1995 - 37G8,0.0,0.0,0.0,0.0,0.0,74.81,23.54,53.77,8.18,3.5,2.0,1.16,0.0,166.96
1995 - 37G9,0.0,0.0,0.0,0.0,1.71,116.39,27.47,33.77,10.49,0.57,0.37,0.18,0.0,189.24
1995 - 38F9,130.77,0.0,0.69,0.0,2.12,2.83,0.99,0.16,0.22,0.24,0.05,0.02,0.02,4.53
1995 - 38G0,412.72,0.0,1.42,0.0,159.96,198.06,64.6,7.52,10.25,10.78,2.22,1.15,1.11,295.69
1995 - 38G1,3.95,0.0,0.02,0.0,65.18,7.29,0.6,0.0,0.0,0.9,0.0,0.0,0.0,8.79
1995 - 38G2,472.67,0.0,1.55,0.0,288.77,461.98,208.32,38.35,76.3,27.35,22.35,4.08,3.47,842.2
1995 - 38G3,1664.2,0.0,9.4,0.0,2099.71,1192.18,688.37,79.93,146.21,71.33,36.07,15.2,2.45,2231.74
1995 - 38G4,452.7,0.0,2.07,0.0,122.18,119.24,66.18,13.39,21.68,11.26,4.99,2.75,0.45,239.94
1995 - 38G5,2173.76,625.9,31.52,5.46,781.67,916.09,37.22,95.12,72.37,88.92,6.2,72.37,0.0,1288.29
1995 - 38G6,170.07,39.52,1.92,0.27,1.19,92.47,6.46,24.81,31.28,9.35,0.5,1.01,2.89,168.77
