,A43ml,A1ml,V43ml,V1ml,Depth,Length,Weight,Gutted weight,Age,Maturity,Gonad weight,Liver weight,Stomach content,perc.stomachcontent,Prey size,Prey weight,Prey nr,Sex : F,Sex : M,Gall bladder : 0.0,Gall bladder : 1.0,Gall bladder : 2.0,Gall bladder : 3.0,Gall bladder : 4.0,n.full : 1.0,n.regurgitated : 1.0,n.skeletal : 1.0,n.empty : 1.0,Prey species : Algae,Prey species : Ammodytidae,Prey species : Amphipoda,Prey species : Anguilla anguilla,Prey species : Annelida,Prey species : Bivalvia,Prey species : Bylgides sarsi,Prey species : Carbon,Prey species : Clupea harengus,Prey species : Clupeidae,Prey species : Copepoda,Prey species : Corophium volutator,Prey species : Crangon crangon,Prey species : Crustacea,Prey species : Cumacea,Prey species : Diastylis rathkei,Prey species : Empty,Prey species : Enchelyopus cimbrius,Prey species : Gadidae,Prey species : Gadus morhua,Prey species : Gammarus sp.,Prey species : Gasterosteus aculeatus,Prey species : Gobiidae,Prey species : Gobius niger,Prey species : Halicryptus,Prey species : Halicryptus spinulosus,Prey species : Hyperia galba,Prey species : Idotea balthica,Prey species : Limecola balthica,Prey species : Merlangius merlangus,Prey species : Mollusca,Prey species : Monoporeia affinis,Prey species : Mysidae,Prey species : Mysis mixta,Prey species : Mysis relicta,Prey species : Mytilus sp.,Prey species : Neomysis integer,Prey species : Palaemon sp.,Prey species : Pectinaria sp.,Prey species : Pisces,Prey species : Pisces Eggs,Prey species : Platichthys flesus,Prey species : Pleuronectes platessa,Prey species : Pleuronectidae,Prey species : Pomatoschistus minutus,Prey species : Pontoporeia femorata,Prey species : Pontoporeia sp.,Prey species : Praunus flexuosus,Prey species : Priapulida,Prey species : Priapulidae,Prey species : Priapulus caudatus,Prey species : Pungitius pungitius,Prey species : Remains,Prey species : Saduria entomon,Prey species : Scales,Prey species : Scoloplos armiger,Prey species : Spinachia spinachia,Prey species : Spine,Prey species : Sprattus sprattus,Prey species : Stone,Prey species : Terebellides stroemii,Prey species : Trachurus trachurus,Prey species : Unidentified mass,Prey species : Waste,Prey species : Wood,Prey species : Zoarces viviparus,Prey species : digestive tract,Prey species : litter,Prey species : plastic,Prey species : sprattus sprattus,Stage digestion : 0.0,Stage digestion : 1.0,Stage digestion : 2.0
2009 - 40G5,1524.06,991.78,20.14,4.88,,42.72164948453608,984.1237113402062,,,3.24,,,27.421546391752575,1.9272164948453612,,17.456082474226804,,0.4948453608247423,0.422680412371134,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.020618556701030927,0.0,0.0,0.0,0.0,0.0,0.16494845360824742,0.0,0.09278350515463918,0.041237113402061855,0.0,0.0,0.0,0.0,0.09278350515463918,0.0,0.0,0.0,0.0,0.041237113402061855,0.010309278350515464,0.010309278350515464,0.0,0.0,0.0,0.0,0.020618556701030927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14432989690721648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05154639175257732,0.0,0.0,0.0,0.0,0.27835051546391754,0.010309278350515464,0.0,0.0,0.0,0.010309278350515464,0.0,0.0,0.0,0.0,0.010309278350515464,0.0,0.0,0.0,0.0
2009 - 40G6,1491.13,1138.2,22.86,7.67,,40.950980392156865,978.0539215686274,,,3.0775193798449614,,,18.734607843137255,1.1386764705882353,,10.366519607843138,,0.5343137254901961,0.46568627450980393,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.004901960784313725,0.0,0.0,0.0,0.0,0.004901960784313725,0.2107843137254902,0.0,0.11764705882352941,0.004901960784313725,0.0,0.0,0.0,0.0,0.06862745098039216,0.0,0.0,0.0,0.0,0.029411764705882353,0.049019607843137254,0.0,0.0,0.0,0.0,0.04411764705882353,0.004901960784313725,0.0,0.06862745098039216,0.0,0.0,0.004901960784313725,0.004901960784313725,0.0,0.0,0.004901960784313725,0.0,0.0,0.0,0.05392156862745098,0.0,0.004901960784313725,0.0,0.0,0.0,0.029411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2549019607843137,0.0,0.0,0.0,0.0,0.014705882352941176,0.014705882352941176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004901960784313725,0.0,0.0,0.0,0.0
2009 - 40G7,1061.13,0.0,6.75,0.0,,37.85164835164835,781.9666666666667,,,,,,25.8,1.4818888888888886,,14.016758241758238,,0.6318681318681318,0.35714285714285715,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.01098901098901099,0.0,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.07692307692307693,0.005494505494505495,0.0,0.0,0.07142857142857142,0.0,0.02197802197802198,0.0,0.0,0.0,0.0,0.02197802197802198,0.07692307692307693,0.0,0.01098901098901099,0.0,0.0,0.0,0.0,0.0,0.016483516483516484,0.0,0.0,0.07692307692307693,0.0,0.08791208791208792,0.0,0.0,0.027472527472527472,0.0,0.0,0.005494505494505495,0.0,0.0,0.0,0.0,0.0,0.08791208791208792,0.0,0.005494505494505495,0.0,0.0,0.0,0.0,0.0,0.27472527472527475,0.0,0.0,0.0,0.0,0.03296703296703297,0.01098901098901099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009 - 40G8,3452.46,1570.66,108.11,28.03,,62.04545454545455,2043.4545454545455,,,,,,24.864090909090905,0.7281818181818182,,17.987727272727273,,0.8636363636363636,0.13636363636363635,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13636363636363635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45454545454545453,0.0,0.0,0.0,0.0,0.0,0.13636363636363635,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.0,0.0,0.0,0.0
2010 - 39G4,367.47,0.0,2.73,0.0,,46.075,1404.0,,,4.077922077922078,,,43.063125,3.192875,,18.42425,,0.575,0.3875,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0125,0.0,0.0125,0.0,0.0,0.0,0.0,0.0125,0.0125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.2625,0.0,0.0125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4125,0.0,0.0,0.0,0.0,0.0125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010 - 40G4,272.46,11.67,2.6,0.01,,85.22222222222223,5882.666666666667,,,5.333333333333333,,,314.29333333333335,5.449999999999999,,96.90666666666667,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010 - 40G5,1396.22,190.78,18.72,0.78,,76.33333333333333,4562.666666666667,,,4.0,,,94.38,1.95,,47.25333333333333,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010 - 40G6,1061.3,210.31,13.21,0.96,,45.2,1209.8,,,3.1,,,65.6822,3.6887000000000008,,27.409200000000002,,0.77,0.23,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.13,0.03,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.04,0.04,0.12,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.06,0.0,0.0,0.01,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
2010 - 40G7,1313.31,363.57,13.45,1.12,,75.4,3873.4,,,2.5,,,119.422,3.393,,45.281,,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010 - 40G8,3413.88,2921.83,125.62,75.6,,43.6390977443609,957.5563909774436,,,3.5488721804511276,,,24.337255639097744,2.526654135338346,,9.394661654135337,,0.6353383458646616,0.36466165413533835,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08646616541353383,0.0,0.022556390977443608,0.03759398496240601,0.0,0.0,0.0,0.0,0.041353383458646614,0.0,0.0,0.0037593984962406013,0.0,0.018796992481203006,0.0,0.041353383458646614,0.0,0.0,0.0,0.007518796992481203,0.0037593984962406013,0.0,0.007518796992481203,0.0,0.0,0.0,0.0037593984962406013,0.02631578947368421,0.0,0.0,0.0,0.0,0.0,0.22180451127819548,0.0,0.011278195488721804,0.0,0.0,0.0,0.011278195488721804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18045112781954886,0.007518796992481203,0.0,0.0,0.0,0.22180451127819548,0.015037593984962405,0.0,0.0,0.0037593984962406013,0.007518796992481203,0.0,0.0,0.0,0.0,0.018796992481203006,0.0,0.0,0.0,0.0
2011 - 39G4,1930.15,316.61,24.64,3.22,,42.51048951048951,981.916083916084,,,,,,25.37823076923077,1.4286713286713284,,12.151853146853146,,0.5244755244755245,0.4755244755244755,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.013986013986013986,0.0,0.04895104895104895,0.006993006993006993,0.0,0.02097902097902098,0.25874125874125875,0.0,0.11188811188811189,0.027972027972027972,0.0,0.0,0.006993006993006993,0.02097902097902098,0.13286713286713286,0.0,0.0,0.006993006993006993,0.0,0.02097902097902098,0.0,0.0,0.0,0.0,0.0,0.02097902097902098,0.0,0.0,0.0,0.0,0.0,0.0,0.1258741258741259,0.0,0.0,0.0,0.0,0.0,0.0,0.04195804195804196,0.0,0.0,0.006993006993006993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013986013986013986,0.0,0.0,0.0,0.04195804195804196,0.06993006993006994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011 - 40G4,1025.7,237.43,14.15,2.01,,43.57575757575758,1489.125,,,,,,16.635303030303035,1.015,,8.786,,0.48484848484848486,0.5151515151515151,0.0,0.0,0.0,0.0,0.0,0.9848484848484849,0.0,0.0,0.015151515151515152,0.0,0.0,0.015151515151515152,0.0,0.0,0.0,0.2878787878787879,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.06060606060606061,0.22727272727272727,0.0,0.015151515151515152,0.0,0.015151515151515152,0.045454545454545456,0.0,0.0,0.0,0.0,0.0,0.015151515151515152,0.0,0.0,0.0,0.0,0.0,0.0,0.15151515151515152,0.0,0.0,0.0,0.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015151515151515152,0.0,0.0,0.0,0.030303030303030304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011 - 40G5,2773.3,1248.79,44.32,9.6,,42.0,891.6533333333333,,,,,,31.01029746835442,2.3782666666666668,,15.44483417721519,,0.4430379746835443,0.5569620253164557,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0379746835443038,0.0,0.0,0.0,0.3291139240506329,0.0,0.16455696202531644,0.0,0.0,0.0,0.012658227848101266,0.0379746835443038,0.06329113924050633,0.0,0.0,0.0,0.0,0.02531645569620253,0.0,0.0,0.0,0.0,0.0,0.012658227848101266,0.0,0.0,0.0,0.0,0.0,0.0,0.06329113924050633,0.0,0.0,0.0,0.0,0.0,0.0,0.05063291139240506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02531645569620253,0.0,0.0,0.0,0.0379746835443038,0.13924050632911392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011 - 40G6,1896.55,824.24,24.68,4.8,,47.50359712230216,1454.5461538461539,,,,,,59.254625899280576,3.631923076923077,,27.799208633093528,,0.7410071942446043,0.2589928057553957,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.014388489208633094,0.0,0.02877697841726619,0.0,0.0,0.007194244604316547,0.17266187050359713,0.0,0.16546762589928057,0.014388489208633094,0.0,0.0,0.0,0.007194244604316547,0.08633093525179857,0.0,0.0,0.014388489208633094,0.007194244604316547,0.05755395683453238,0.0,0.02158273381294964,0.0,0.0,0.0,0.014388489208633094,0.0,0.0,0.0,0.0,0.0,0.0,0.050359712230215826,0.0,0.0,0.0,0.0,0.0,0.0,0.06474820143884892,0.0,0.0,0.007194244604316547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050359712230215826,0.0,0.0,0.0,0.05755395683453238,0.15827338129496402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2011 - 40G7,752.47,81.84,3.6,0.28,,37.170212765957444,545.2872340425532,,,,,,10.21351595744681,1.3182978723404257,,3.812705319148937,,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.06382978723404255,0.0,0.0,0.0,0.2553191489361702,0.0,0.06382978723404255,0.010638297872340425,0.0,0.0,0.0,0.0425531914893617,0.1595744680851064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30851063829787234,0.0,0.0,0.0,0.0,0.0,0.0,0.02127659574468085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031914893617021274,0.0,0.0,0.0,0.010638297872340425,0.0,0.0,0.0,0.0,0.031914893617021274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012 - 39G4,1503.28,47.05,12.72,0.27,,36.86842105263158,654.9342105263158,,,,,,14.943500000000002,1.8777631578947365,,8.937486842105264,,0.631578947368421,0.3157894736842105,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.013157894736842105,0.0,0.0,0.039473684210526314,0.21052631578947367,0.0,0.06578947368421052,0.06578947368421052,0.0,0.0,0.0,0.013157894736842105,0.013157894736842105,0.0,0.0,0.0,0.0,0.013157894736842105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013157894736842105,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.013157894736842105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013157894736842105,0.0,0.0,0.0,0.07894736842105263,0.18421052631578946,0.0,0.0,0.0,0.013157894736842105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012 - 40G4,494.07,66.13,7.8,0.35,,34.28767123287671,534.2397260273973,283.8198198198198,,,,,7.411109589041096,0.7188356164383563,,3.8724383561643836,,0.2191780821917808,0.02054794520547945,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0273972602739726,0.0,0.0,0.0273972602739726,0.07534246575342465,0.0,0.0273972602739726,0.00684931506849315,0.0,0.0,0.00684931506849315,0.0,0.3356164383561644,0.0,0.0,0.00684931506849315,0.0,0.0136986301369863,0.0,0.0,0.0,0.0,0.0,0.03424657534246575,0.0,0.0,0.0410958904109589,0.0,0.0,0.0,0.0136986301369863,0.0547945205479452,0.0,0.0,0.0,0.0,0.0,0.00684931506849315,0.0,0.0,0.0,0.0,0.0,0.0821917808219178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1095890410958904,0.00684931506849315,0.0,0.0,0.0,0.0684931506849315,0.04794520547945205,0.0,0.0,0.00684931506849315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012 - 40G5,1946.23,167.51,28.37,1.07,,34.75555555555555,573.4222222222222,326.12820512820514,,,,,25.112294444444444,2.1092777777777783,,10.246300000000002,,0.2,0.15,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15555555555555556,0.005555555555555556,0.06111111111111111,0.05,0.0,0.0,0.0,0.005555555555555556,0.1388888888888889,0.0,0.0,0.0,0.0,0.016666666666666666,0.0,0.0,0.0,0.0,0.0,0.011111111111111112,0.005555555555555556,0.0,0.022222222222222223,0.0,0.0,0.0,0.005555555555555556,0.15555555555555556,0.0,0.005555555555555556,0.0,0.0,0.0,0.044444444444444446,0.0,0.0,0.0,0.0,0.0,0.027777777777777776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10555555555555556,0.005555555555555556,0.0,0.0,0.05,0.1,0.016666666666666666,0.0,0.0,0.005555555555555556,0.005555555555555556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012 - 40G6,1470.97,202.11,16.9,0.34,,33.291666666666664,449.1875,296.23148148148147,,,,,14.279334375,1.6468229166666666,,7.312195833333334,,0.2760416666666667,0.16145833333333334,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.005208333333333333,0.0,0.005208333333333333,0.020833333333333332,0.3177083333333333,0.0,0.08333333333333333,0.020833333333333332,0.0,0.0,0.005208333333333333,0.0,0.052083333333333336,0.0,0.0,0.0,0.0,0.010416666666666666,0.0,0.026041666666666668,0.0,0.0,0.0,0.015625,0.005208333333333333,0.0,0.005208333333333333,0.0,0.0,0.0,0.041666666666666664,0.07291666666666667,0.0,0.005208333333333333,0.0,0.0,0.0,0.026041666666666668,0.0,0.0,0.0,0.0,0.0,0.036458333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17708333333333334,0.005208333333333333,0.0,0.0,0.026041666666666668,0.036458333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012 - 40G7,182.73,0.0,0.6,0.0,,40.123456790123456,712.6923076923077,,,,,,11.453662962962964,1.419102564102564,,3.0821098765432096,,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09876543209876543,0.0,0.0,0.012345679012345678,0.0,0.0,0.07407407407407407,0.06172839506172839,0.0,0.0,0.012345679012345678,0.012345679012345678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1728395061728395,0.0,0.0,0.012345679012345678,0.0,0.0,0.0,0.0,0.0,0.0,0.20987654320987653,0.0,0.0,0.0,0.0,0.0,0.0,0.024691358024691357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18518518518518517,0.0,0.0,0.0,0.037037037037037035,0.06172839506172839,0.0,0.0,0.0,0.024691358024691357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012 - 40G8,2957.37,2005.11,73.35,31.39,,34.74626865671642,429.6119402985075,,,,,,3.201223880597015,0.5543283582089552,,2.622805970149254,,0.6268656716417911,0.373134328358209,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.014925373134328358,0.0,0.0,0.0,0.29850746268656714,0.0,0.08955223880597014,0.029850746268656716,0.0,0.0,0.0,0.014925373134328358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04477611940298507,0.0,0.0,0.0,0.0,0.0,0.0,0.014925373134328358,0.0,0.014925373134328358,0.0,0.26865671641791045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16417910447761194,0.0,0.0,0.0,0.0,0.04477611940298507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012 - 41G7,861.06,34.22,6.15,0.13,,29.208333333333332,306.6306306306306,,,,,,5.180608333333334,1.4172972972972973,,1.3768250000000002,,0.4666666666666667,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.20833333333333334,0.0,0.041666666666666664,0.008333333333333333,0.0,0.0,0.0,0.008333333333333333,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.008333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39166666666666666,0.0,0.0,0.058333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11666666666666667,0.0,0.0,0.0,0.016666666666666666,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012 - 41G8,1975.48,1772.72,70.25,50.08,,34.0,384.0,,,,,,2.5799999999999996,0.6749999999999999,,2.5799999999999996,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012 - 42G7,3205.16,2188.69,75.5,32.88,,24.142857142857142,129.14285714285714,113.28571428571429,,,,,0.1642857142857143,0.10714285714285714,,0.09714285714285716,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012 - 43G6,390.61,0.0,1.82,0.0,,23.5,125.0,113.0,,,,,0.01,0.015,,0.01,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012 - 43G8,149.59,11.15,3.16,0.08,,19.875,173.875,147.0,,,,,0.93875,1.2974999999999999,,0.77625,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2012 - 44G9,1900.25,1646.6,87.76,65.03,,16.516666666666666,72.41666666666667,60.53333333333333,,,,,0.5546666666666665,1.0481666666666667,,0.302,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7333333333333333,0.0,0.0,0.016666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
