,A43ml,A1ml,V43ml,V1ml,Age 0,Age 1,Age 2,Age 3,Age 4,Age 5,Age 6,Age 7,Age 8+,1+
2008 - 45H1,115.28,0.0,0.27,0.0,154.38,1.2,0.88,1.81,2.13,0.48,3.12,0.19,0.51,10.32
2008 - 46G8,2022.8,1662.16,201.83,169.99,263.94,301.93,293.91,207.51,69.09,35.5,35.43,1.28,0.0,944.65
2008 - 46G9,2995.52,2849.42,170.31,136.36,9.61,199.31,184.11,109.55,88.35,193.88,33.62,0.0,1.95,810.77
2008 - 46H0,3070.88,2583.68,171.22,135.12,30.57,30.2,51.53,52.15,43.31,19.58,7.07,0.0,0.0,203.84
2008 - 46H1,819.93,319.81,15.41,5.39,115.65,4.83,5.47,10.2,4.67,2.46,2.83,0.42,0.51,31.39
2008 - 46H2,0.0,0.0,0.0,0.0,42.55,0.0,0.0,0.05,0.15,0.15,0.2,0.0,0.05,0.6
2008 - 47G9,968.53,392.97,20.23,5.15,307.45,182.99,304.49,427.45,210.47,170.69,31.1,0.0,3.62,1330.81
2008 - 47H0,1684.44,1138.67,58.85,36.66,0.0,368.03,752.08,627.4,300.43,158.72,39.05,0.0,22.53,2268.24
2008 - 47H1,1946.86,1524.43,71.13,45.05,22.03,26.63,30.14,55.46,23.54,11.39,12.72,2.34,2.1,164.32
2008 - 47H2,983.45,330.4,16.06,1.6,351.85,239.26,263.4,479.02,191.26,80.43,97.83,17.47,12.12,1380.79
2008 - 47H3,147.33,0.0,1.05,0.0,182.6,109.65,100.96,166.05,97.24,27.91,111.24,28.76,29.7,671.51
2008 - 48G9,0.0,0.0,0.0,0.0,559.38,288.44,169.87,556.38,59.63,281.06,108.36,0.0,5.31,1469.05
2008 - 48H0,0.0,0.0,0.0,0.0,388.5,111.44,73.56,70.13,27.62,13.2,4.64,0.0,0.0,300.59
2008 - 48H2,0.0,0.0,0.0,0.0,3755.08,576.49,401.36,475.99,135.05,44.84,64.24,9.26,5.55,1712.78
2008 - 48H3,0.0,0.0,0.0,0.0,136.2,74.92,62.71,100.33,56.45,16.8,65.85,16.71,17.14,410.91
2008 - 49G9,0.0,0.0,0.0,0.0,2.93,269.62,209.98,119.9,105.87,115.82,30.43,21.06,28.08,900.76
2008 - 50G8,0.0,0.0,0.0,0.0,216.73,34.05,151.73,239.44,115.59,45.41,158.92,151.72,124.81,1021.67
2008 - 50G9,0.0,0.0,0.0,0.0,25.73,99.16,287.04,474.16,135.44,23.09,352.08,14.24,152.88,1538.09
2008 - 50H0,0.0,0.0,0.0,0.0,0.0,943.12,807.0,420.02,23.41,67.86,76.77,3.12,8.75,2350.05
2008 - 51G8,0.0,0.0,0.0,0.0,211.18,165.84,257.51,78.5,22.83,6.5,25.93,11.06,11.57,579.74
2008 - 51G9,0.0,0.0,0.0,0.0,23.78,191.1,447.21,26.75,98.9,26.5,18.66,4.7,29.18,843.0
2008 - 51H0,0.0,0.0,0.0,0.0,0.0,183.74,146.13,227.47,72.58,91.45,124.15,23.9,86.26,955.68
2008 - 52G8,0.0,0.0,0.0,0.0,32.0,93.83,460.56,107.97,8.16,1.55,10.91,0.0,0.0,682.98
2008 - 52G9,0.0,0.0,0.0,0.0,81.61,42.65,37.3,4.41,0.68,0.91,5.92,2.02,2.02,95.91
2008 - 52H0,0.0,0.0,0.0,0.0,90.26,26.93,26.1,3.28,76.02,153.58,350.2,162.86,197.36,996.33
2008 - 53G8,0.0,0.0,0.0,0.0,0.0,20.26,25.61,70.56,71.95,118.12,347.59,76.24,216.36,946.69
2008 - 53G9,0.0,0.0,0.0,0.0,10.04,58.71,180.71,188.66,101.77,126.83,257.78,33.41,155.19,1103.06
2008 - 53H0,0.0,0.0,0.0,0.0,4.88,73.87,33.32,43.46,29.59,194.24,71.15,82.62,509.69,1037.94
2008 - 54G8,0.0,0.0,0.0,0.0,2.54,0.0,27.31,70.35,67.86,77.57,271.2,101.03,246.66,861.98
2008 - 54G9,0.0,0.0,0.0,0.0,0.0,0.0,2.96,53.57,107.42,158.03,327.09,159.91,250.35,1059.33
2008 - 54H0,0.0,0.0,0.0,0.0,0.0,178.4,903.34,519.5,40.95,60.68,78.97,23.0,98.9,1903.74
2008 - 55G9,0.0,0.0,0.0,0.0,0.0,5.72,25.78,94.7,192.89,120.39,96.64,65.46,173.79,775.37
2008 - 55H0,0.0,0.0,0.0,0.0,17.59,108.64,221.15,200.63,209.27,249.19,214.53,140.24,278.43,1622.08
2009 - 37G0,0.0,0.0,0.0,0.0,16.43,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18
2009 - 37G1,545.59,0.0,1.37,0.0,479.5,12.13,2.12,1.06,2.47,0.0,0.0,0.0,0.0,17.78
2009 - 37G2,32.03,0.0,0.07,0.0,186.68,4.57,0.91,1.0,0.68,0.2,0.16,0.13,0.0,7.65
2009 - 37G3,0.0,0.0,0.0,0.0,49.18,8.5,8.5,6.68,4.29,2.89,2.28,1.17,0.51,34.82
2009 - 37G4,0.0,0.0,0.0,0.0,191.09,99.98,83.18,57.61,38.67,25.1,22.06,11.08,2.62,340.3
2009 - 37G5,0.0,0.0,0.0,0.0,20.2,5.92,16.64,20.46,17.89,3.28,6.26,4.61,1.08,76.14
2009 - 37G8,0.0,0.0,0.0,0.0,3.15,0.05,0.15,0.11,0.09,0.03,0.04,0.05,0.01,0.53
2009 - 37G9,4.0,0.0,0.05,0.0,27.53,2.24,6.66,4.6,4.15,1.73,1.51,2.14,0.83,23.86
2009 - 38G0,827.5,0.0,2.03,0.0,166.26,3.41,0.0,0.14,0.09,0.0,0.0,0.0,0.0,3.64
2009 - 38G1,195.57,0.0,0.73,0.0,22.29,0.4,0.05,0.02,0.06,0.0,0.0,0.0,0.0,0.53
2009 - 38G2,0.0,0.0,0.0,0.0,393.29,14.14,5.35,4.65,2.29,0.79,1.68,0.35,0.12,29.37
2009 - 38G3,577.38,0.0,2.0,0.0,67.75,12.45,7.66,5.33,3.83,1.69,2.14,0.82,0.19,34.11
2009 - 38G4,718.93,0.0,2.74,0.0,130.2,68.12,56.67,39.25,26.35,17.1,15.03,7.55,1.78,231.85
2009 - 38G5,2253.9,15.8,43.32,0.03,46.71,18.13,57.22,74.74,64.16,17.91,29.1,24.5,4.87,290.63
2009 - 38G6,491.76,0.0,4.82,0.0,31.23,16.11,66.2,80.59,64.29,17.35,26.76,27.07,5.64,304.01
2009 - 38G7,0.0,0.0,0.0,0.0,21.79,5.66,18.0,21.52,18.46,3.04,6.24,4.64,1.43,78.99
2009 - 38G8,606.93,0.0,14.97,0.0,37.03,3.21,16.31,11.5,13.51,5.06,6.33,9.4,4.13,69.45
2009 - 38G9,1842.07,558.39,51.91,9.72,21.13,13.35,51.1,35.84,32.41,13.29,14.09,17.76,6.37,184.21
2009 - 39F9,39.4,0.0,0.13,0.0,12.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009 - 39G0,7.85,0.0,0.01,0.0,27.29,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08
2009 - 39G1,31.33,0.0,0.07,0.0,0.0,1.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.41
2009 - 39G2,3.93,0.0,0.0,0.0,,,,,,,,,,
2009 - 39G3,921.77,0.0,2.43,0.0,98.33,28.46,13.9,10.24,6.65,3.06,4.26,2.07,0.13,68.77
2009 - 39G4,728.91,0.0,4.25,0.0,,,,,,,,,,
2009 - 39G5,3149.98,1888.17,84.22,20.67,55.87,10.21,23.75,32.96,50.38,5.76,7.52,0.0,2.66,133.24
2009 - 39G6,2534.14,582.9,47.73,3.68,30.12,25.04,88.19,103.21,85.06,19.45,32.0,29.08,6.08,388.11
2009 - 39G7,1774.16,0.0,29.47,0.0,75.58,6.2,22.21,25.32,21.38,5.61,8.19,7.47,1.52,97.9
2009 - 39G8,3255.71,954.21,62.89,4.79,92.65,41.04,118.74,86.55,80.7,32.21,25.75,37.77,12.42,435.18
2009 - 39G9,2839.82,1510.88,60.5,15.55,5.47,13.6,58.25,39.73,44.44,16.81,22.09,29.94,12.32,237.18
2009 - 39H0,0.0,0.0,0.0,0.0,291.19,20.21,72.15,44.51,60.57,33.93,35.14,25.14,19.63,311.28
2009 - 40F9,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009 - 40G0,54.13,0.0,0.23,0.0,1.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009 - 40G1,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009 - 40G2,3.86,0.0,0.0,0.0,31.09,39.31,16.65,7.59,2.73,1.14,0.43,0.22,0.23,68.3
2009 - 40G4,408.6,54.47,5.27,0.09,10.33,3.07,18.46,38.22,24.5,13.49,63.02,21.96,6.86,189.58
2009 - 40G5,1524.06,991.78,20.14,4.88,13.08,1.18,13.85,28.17,60.17,42.37,68.39,66.74,10.98,291.85
2009 - 40G6,1491.13,1138.2,22.86,7.67,32.61,57.43,108.98,82.47,70.52,26.63,32.54,33.07,0.54,412.18
2009 - 40G7,1061.13,0.0,6.75,0.0,0.57,3.38,34.19,61.02,19.58,12.81,40.66,9.46,8.76,189.86
2009 - 40G8,3452.46,1570.66,108.11,28.03,8.37,11.17,32.26,22.18,21.16,8.13,6.42,9.35,3.58,114.25
2009 - 40G9,1869.77,988.95,30.29,8.93,30.96,21.97,56.39,59.85,24.52,14.0,13.91,2.44,2.44,195.52
2009 - 40H0,0.0,0.0,0.0,0.0,381.29,38.63,67.36,67.79,27.18,16.2,6.9,4.18,4.11,232.35
2009 - 41G0,11.49,0.0,0.01,0.0,,,,,,,,,,
2009 - 41G1,1002.28,34.51,4.19,0.07,271.95,20.84,0.0,0.0,0.15,0.0,0.0,0.0,0.0,20.99
2009 - 41G2,873.25,0.0,4.68,0.0,,,,,,,,,,
2009 - 41G6,0.0,0.0,0.0,0.0,1.33,13.43,98.71,49.27,77.98,26.56,45.43,45.04,9.34,365.76
2009 - 41G7,157.68,0.0,0.87,0.0,0.84,31.13,162.65,210.99,79.73,35.07,65.42,42.76,7.31,635.06
2009 - 41G8,2029.1,1864.43,74.97,51.78,0.0,4.46,86.79,109.85,177.78,68.22,317.66,161.69,86.61,1013.06
2009 - 41G9,2392.14,1887.92,110.38,72.6,0.0,10.84,74.71,40.59,36.1,26.97,30.94,28.56,22.35,271.06
2009 - 41H0,3.8,0.0,0.01,0.0,0.0,23.49,161.88,87.96,78.22,58.45,67.05,61.89,48.42,587.36
2009 - 42G1,0.0,0.0,0.0,0.0,54.38,10.59,0.0,0.28,0.09,0.0,0.0,0.0,0.0,10.96
2009 - 42G2,22.78,0.0,0.03,0.0,61.37,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9
2009 - 42G6,0.0,0.0,0.0,0.0,0.0,0.75,22.07,16.25,31.46,13.72,19.16,26.76,7.01,137.18
2009 - 42G7,1532.28,691.85,31.49,7.08,0.41,98.86,220.2,159.5,140.37,56.56,117.15,40.89,4.07,837.6
2009 - 42G8,811.43,679.44,31.87,23.43,1.09,6.66,99.93,65.24,62.92,37.7,49.56,17.22,3.75,342.98
2009 - 42G9,3397.22,2860.07,257.73,173.81,0.0,5.57,38.13,25.25,24.24,11.21,13.77,13.73,10.06,141.96
2009 - 42H0,810.98,3.75,26.93,0.0,0.68,17.7,73.06,86.51,80.75,43.65,35.59,27.01,11.5,375.77
2009 - 43G7,1848.96,1326.9,51.35,26.81,3.13,144.87,526.85,324.28,222.38,105.77,108.41,39.06,9.81,1481.43
2009 - 43G8,272.97,119.7,5.52,2.13,0.0,3.99,264.72,140.01,92.45,44.56,15.63,15.63,0.0,576.99
2009 - 43G9,3166.54,2906.76,258.32,205.24,1.43,55.95,331.05,169.62,299.16,38.02,59.94,9.64,4.25,967.63
2009 - 43H0,1566.86,706.61,149.83,49.17,4.86,28.23,195.36,99.55,139.61,40.2,76.82,127.94,48.24,755.95
2009 - 43H1,0.0,0.0,0.0,0.0,1.44,28.26,168.4,116.34,115.16,52.48,15.99,26.75,26.1,549.48
2009 - 44G7,2556.67,2113.42,109.41,65.24,0.0,199.89,829.45,310.24,305.94,77.86,131.68,94.55,6.86,1956.47
2009 - 44G8,1440.35,1337.5,62.32,37.3,0.0,14.04,210.46,93.17,59.11,2.87,7.1,2.59,0.0,389.34
2009 - 44G9,2227.57,1789.92,105.68,71.22,0.0,0.0,369.57,640.68,311.89,399.24,559.87,431.31,57.41,2769.97
2009 - 44H0,2805.05,1960.77,140.32,70.67,3.23,19.41,85.41,96.04,117.05,50.44,44.21,54.44,11.28,478.28
2009 - 44H1,91.34,0.0,1.02,0.0,1.14,55.16,204.32,116.57,104.67,37.41,12.42,14.68,12.17,557.4
2009 - 45G7,1261.76,901.98,52.74,29.71,2.91,33.64,361.2,121.41,97.81,0.74,71.64,14.4,0.0,700.84
2009 - 45G8,3224.13,3133.47,203.98,156.34,0.0,43.94,238.35,82.44,27.72,12.77,2.1,0.96,2.31,410.59
2009 - 45G9,2405.56,2173.86,129.22,96.18,4.07,11.79,140.49,155.07,112.12,6.5,36.99,8.28,0.0,471.24
2009 - 45H0,2926.67,2146.52,105.87,54.62,31.69,76.74,507.99,447.69,240.0,37.66,16.98,53.91,27.32,1408.29
2009 - 45H1,216.81,3.6,2.35,0.01,11.75,28.46,188.41,166.04,89.01,13.97,6.3,19.99,10.13,522.31
2009 - 46G8,1914.84,1761.67,208.07,177.15,18.03,128.34,359.15,77.54,158.38,24.95,21.64,45.98,0.0,815.98
2009 - 46G9,3063.5,2955.99,195.54,130.35,1.27,102.66,304.64,85.29,25.3,17.45,16.27,5.76,0.93,558.3
2009 - 46H0,3078.42,2730.56,173.47,138.31,2.4,81.49,244.41,61.66,81.75,0.75,19.47,18.4,0.0,507.93
2009 - 46H1,366.34,341.19,0.83,5.72,1.03,67.68,126.83,15.07,18.72,2.79,1.71,7.76,2.56,243.12
2009 - 46H2,0.0,0.0,0.0,0.0,0.22,13.84,24.42,2.77,3.55,0.51,0.3,1.45,0.48,47.32
2009 - 47G9,1176.86,725.26,22.88,7.9,0.0,82.41,279.34,255.6,180.18,155.73,150.85,37.72,3.5,1145.33
2009 - 47H0,1842.6,1128.13,70.25,35.31,9.0,37.41,148.92,47.89,139.07,7.1,22.25,5.95,0.0,408.59
2009 - 47H1,2254.21,1355.65,58.95,35.71,48.26,336.83,421.78,38.88,52.14,8.95,3.87,20.55,8.38,891.38
2009 - 47H2,1403.96,783.33,36.94,10.9,25.34,40.28,67.09,6.17,7.6,0.59,0.82,3.64,0.57,126.76
2009 - 47H3,1002.12,119.17,22.13,0.56,0.02,179.48,403.54,73.3,123.3,25.46,9.42,62.85,3.17,880.52
2009 - 48G9,0.0,0.0,0.0,0.0,222.26,2154.42,1232.25,743.78,316.06,50.8,122.83,17.82,13.42,4651.38
2009 - 48H0,0.0,0.0,0.0,0.0,1042.59,892.39,605.17,48.38,70.55,11.54,4.89,25.83,10.63,1669.38
2009 - 48H1,66.34,0.0,0.65,0.0,59.75,658.06,596.31,46.67,70.59,12.06,4.15,24.54,11.64,1424.02
2009 - 48H2,41.91,0.0,0.13,0.0,492.4,102.1,74.56,7.52,10.6,2.58,0.78,3.58,2.43,204.15
2009 - 48H3,578.85,0.0,7.01,0.0,37.06,310.52,350.15,52.89,82.06,18.54,4.97,44.22,3.94,867.29
2009 - 48H4,1236.25,0.0,16.34,0.0,13.64,278.47,489.61,81.71,137.31,28.56,9.64,70.32,3.17,1098.79
2009 - 48H5,1505.34,0.0,23.55,0.0,2.22,329.58,537.82,89.12,149.33,30.85,10.5,76.72,3.23,1227.15
2009 - 48H6,462.41,0.0,5.16,0.0,0.0,265.6,556.86,99.07,168.2,34.32,13.42,85.94,3.59,1227.0
2009 - 49G9,0.0,0.0,0.0,0.0,0.0,82.05,168.3,110.24,146.42,50.49,58.9,27.35,0.0,643.75
2009 - 49H5,10.32,0.0,0.04,0.0,1.61,237.02,400.09,67.17,112.27,23.11,7.81,57.62,2.5,907.59
2009 - 49H6,292.12,0.0,2.08,0.0,2.05,295.68,475.37,78.35,131.27,27.15,9.19,67.47,2.83,1087.31
2009 - 50G7,0.0,0.0,0.0,0.0,453.05,602.63,37.4,24.45,9.11,0.0,0.0,2.4,0.0,675.99
2009 - 50G8,0.0,0.0,0.0,0.0,88.55,482.53,141.53,161.65,43.58,5.15,14.22,42.88,23.22,914.76
2009 - 50G9,0.0,0.0,0.0,0.0,1.63,122.07,134.44,116.3,98.83,32.27,7.83,137.11,108.06,756.91
2009 - 50H0,0.0,0.0,0.0,0.0,10.24,499.29,800.07,313.07,61.39,6.14,81.85,164.72,94.17,2020.7
2009 - 51G7,0.0,0.0,0.0,0.0,4.37,258.54,171.21,351.15,138.89,17.47,65.51,181.7,143.28,1327.75
2009 - 51G8,0.0,0.0,0.0,0.0,9.11,373.16,176.16,294.05,150.05,53.9,118.12,243.22,91.05,1499.71
2009 - 51G9,0.0,0.0,0.0,0.0,0.0,18.61,99.19,173.03,161.19,117.79,41.15,216.43,85.69,913.08
2009 - 51H0,0.0,0.0,0.0,0.0,3.36,45.77,111.12,119.54,59.29,174.78,84.44,183.66,219.27,997.87
2009 - 52G7,0.0,0.0,0.0,0.0,0.0,78.91,196.41,347.01,118.36,7.64,18.24,82.72,58.56,907.85
2009 - 52G8,0.0,0.0,0.0,0.0,3.14,176.03,512.65,477.77,40.36,172.87,209.95,169.76,155.44,1914.83
2009 - 52G9,0.0,0.0,0.0,0.0,5.53,59.83,229.89,317.25,134.85,61.03,75.56,138.54,67.41,1084.36
2009 - 52H0,0.0,0.0,0.0,0.0,7.59,78.23,173.9,199.91,148.18,0.0,169.26,195.84,219.23,1184.55
2009 - 53G7,0.0,0.0,0.0,0.0,0.0,9.48,188.17,263.08,189.99,69.04,4.51,90.25,24.83,839.35
2009 - 53G8,0.0,0.0,0.0,0.0,4.83,134.17,304.14,252.86,52.42,14.32,74.73,130.36,262.54,1225.54
2009 - 53G9,0.0,0.0,0.0,0.0,0.0,24.84,223.5,249.91,85.29,193.47,51.79,172.01,404.97,1405.78
2009 - 53H0,0.0,0.0,0.0,0.0,5.28,198.81,279.42,410.09,109.64,0.0,5.66,131.13,127.64,1262.39
2009 - 54G8,0.0,0.0,0.0,0.0,0.0,7.53,43.18,81.34,102.93,95.4,93.4,161.69,260.6,846.07
2009 - 54G9,0.0,0.0,0.0,0.0,0.0,31.23,97.78,176.96,182.23,131.69,78.15,308.58,445.87,1452.49
2009 - 54H0,0.0,0.0,0.0,0.0,9.68,30.05,412.2,412.08,204.92,7.56,135.68,332.74,161.12,1696.35
2009 - 55G9,0.0,0.0,0.0,0.0,0.0,13.36,53.1,186.41,56.55,36.02,63.94,273.41,496.88,1179.67
2009 - 55H0,0.0,0.0,0.0,0.0,36.96,138.24,433.43,334.92,160.29,18.13,43.7,64.48,107.71,1300.9
2010 - 37G0,0.0,0.0,0.0,0.0,26.23,0.74,0.04,0.35,0.12,0.08,0.04,0.04,0.0,1.41
2010 - 37G1,0.0,0.0,0.0,0.0,536.25,12.26,1.07,6.07,2.66,2.72,1.01,2.14,0.16,28.09
2010 - 37G2,0.0,0.0,0.0,0.0,20.52,12.79,2.05,7.62,5.01,1.61,0.21,0.88,0.0,30.17
2010 - 37G3,0.0,0.0,0.0,0.0,33.0,5.37,3.49,7.43,7.02,4.08,1.56,1.21,0.45,30.61
2010 - 37G4,0.0,0.0,0.0,0.0,84.18,67.74,53.45,75.19,58.59,23.63,9.15,18.19,5.99,311.93
2010 - 37G5,0.0,0.0,0.0,0.0,55.31,16.21,15.69,62.95,14.19,22.83,7.89,12.77,4.49,157.02
2010 - 37G8,0.0,0.0,0.0,0.0,0.62,2.22,2.22,6.38,4.23,3.69,1.41,3.02,2.02,25.19
2010 - 37G9,56.0,0.0,0.71,0.0,7.96,4.72,10.95,30.48,22.55,20.11,9.97,20.79,18.9,138.47
2010 - 38G0,870.1,55.44,3.56,0.05,315.91,4.64,0.05,3.24,0.38,0.11,0.16,0.05,0.0,8.63
2010 - 38G1,3.95,0.0,0.0,0.0,275.78,8.98,0.53,4.19,2.37,1.44,0.3,0.64,0.15,18.6
2010 - 38G2,0.0,0.0,0.0,0.0,1071.59,32.94,6.17,21.6,14.38,5.38,0.68,2.29,0.19,83.63
2010 - 38G3,7.95,0.0,0.0,0.0,512.08,174.1,67.56,134.45,100.78,43.38,11.13,24.18,3.65,559.23
2010 - 38G4,771.42,0.0,3.84,0.0,140.9,113.37,89.46,125.85,98.07,39.54,15.32,30.44,10.0,522.05
2010 - 38G5,1798.26,7.9,15.11,0.01,72.87,49.88,48.44,208.74,46.33,77.14,23.57,42.94,12.76,509.8
2010 - 38G6,59.27,0.0,0.32,0.0,48.51,16.5,15.29,73.51,15.9,24.78,6.38,13.07,3.81,169.24
2010 - 38G7,0.0,0.0,0.0,0.0,5.9,6.57,6.82,26.34,6.58,8.58,4.54,5.47,3.09,67.99
2010 - 38G8,888.77,0.0,23.01,0.0,43.06,133.12,99.23,266.46,171.31,130.46,39.77,80.7,45.01,966.06
2010 - 38G9,2132.55,146.78,65.75,0.65,38.25,18.44,10.93,34.15,20.49,16.73,9.22,9.9,7.51,127.37
2010 - 39F9,27.61,0.0,0.1,0.0,13.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010 - 39G0,301.96,3.94,1.47,0.01,44.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
2010 - 39G1,133.53,0.0,0.56,0.0,1.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2010 - 39G2,0.0,0.0,0.0,0.0,,,,,,,,,,
2010 - 39G3,0.0,0.0,0.0,0.0,452.23,40.38,14.12,29.52,19.44,8.79,2.46,4.43,0.43,119.57
2010 - 39G4,367.47,0.0,2.73,0.0,,,,,,,,,,
2010 - 39G5,3040.01,1766.57,82.88,18.29,27.8,35.94,64.62,182.58,85.06,71.67,5.97,22.62,0.0,468.46
2010 - 39G6,2761.49,410.68,55.53,2.8,27.06,30.17,31.31,120.87,30.2,39.36,20.82,25.1,14.16,311.99
2010 - 39G7,1837.25,0.0,34.83,0.0,2.42,61.13,52.95,211.85,49.75,61.85,21.19,35.05,13.54,507.31
2010 - 39G8,3255.73,598.17,61.44,2.9,48.94,68.16,46.5,148.08,86.48,69.63,20.57,40.67,19.22,499.31
2010 - 39G9,3165.79,39.27,69.96,0.09,26.13,18.39,30.97,92.9,67.74,44.51,33.87,34.84,18.39,341.61
2010 - 39H0,54.67,0.0,0.32,0.0,10.37,9.24,3.38,12.17,7.66,4.96,2.7,1.58,5.18,46.87
2010 - 40F9,11.67,0.0,0.02,0.0,1.66,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
2010 - 40G0,1092.39,0.0,5.24,0.0,17.21,0.06,0.0,0.0,0.03,0.0,0.0,0.0,0.01,0.1
2010 - 40G1,219.87,3.85,0.6,0.01,5.77,0.02,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.03
2010 - 40G2,270.59,3.86,1.1,0.01,11.81,85.66,127.78,104.5,58.69,65.0,39.34,14.01,9.92,504.9
2010 - 40G4,272.46,11.67,2.6,0.01,65.26,30.42,34.49,67.63,16.81,4.22,0.68,8.76,0.36,163.37
2010 - 40G5,1396.22,190.78,18.72,0.78,8.05,80.5,83.45,101.55,81.3,44.66,6.81,23.38,24.29,445.94
2010 - 40G6,1061.3,210.31,13.21,0.96,5.51,17.12,19.59,99.46,55.7,34.96,21.01,15.91,4.78,268.53
2010 - 40G7,1313.31,363.57,13.45,1.12,0.0,9.87,64.68,201.07,108.23,64.25,16.81,32.71,12.5,510.12
2010 - 40G8,3413.88,2921.83,125.62,75.6,2.55,52.3,41.89,141.63,92.05,75.34,36.87,82.94,81.17,604.19
2010 - 40G9,3425.42,747.15,70.69,10.42,4.82,12.05,24.1,200.01,151.81,130.13,79.52,67.47,53.01,718.1
2010 - 40H0,922.79,0.0,9.53,0.0,205.21,86.72,80.26,179.3,109.53,26.21,37.23,16.5,16.39,552.14
2010 - 41G0,687.13,0.0,2.69,0.0,,,,,,,,,,
2010 - 41G1,2772.45,3.81,10.19,0.02,149.23,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
2010 - 41G2,1215.41,0.0,6.71,0.0,,,,,,,,,,
2010 - 41G6,434.55,243.72,6.81,2.88,0.0,8.38,45.66,83.19,34.11,56.06,33.97,19.85,10.24,291.46
2010 - 41G7,1136.39,407.28,9.96,3.11,0.0,10.42,57.14,181.44,106.33,55.24,12.77,30.16,22.62,476.12
2010 - 41G8,2167.12,1880.17,90.48,59.87,2.16,21.24,85.9,212.62,173.37,140.65,59.41,61.15,19.69,774.03
2010 - 41G9,3380.82,2311.32,146.37,95.85,0.0,15.83,65.58,359.37,180.92,174.75,90.23,93.41,51.22,1031.31
2010 - 41H0,634.17,26.61,7.8,0.21,0.0,5.27,19.05,92.29,85.65,80.7,43.93,49.48,33.49,409.86
2010 - 42G1,0.0,0.0,0.0,0.0,94.64,3.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.88
2010 - 42G2,220.05,0.0,0.81,0.0,114.88,6.75,0.21,0.0,0.0,0.0,0.0,0.0,0.0,6.96
2010 - 42G6,329.51,219.85,6.93,3.13,0.72,14.61,20.39,40.35,31.82,40.06,26.76,23.29,9.55,206.83
2010 - 42G7,3303.13,2535.38,100.76,55.97,0.22,4.59,90.98,108.61,19.15,2.01,12.86,0.95,5.63,244.78
2010 - 42G8,856.84,607.74,32.05,18.76,0.0,0.0,98.66,557.5,453.05,120.5,78.87,62.31,73.04,1443.93
2010 - 42G9,3397.22,3397.22,286.5,237.71,0.0,0.12,2.28,7.63,4.21,2.98,0.12,2.18,0.98,20.5
2010 - 42H0,1938.92,1274.98,86.0,63.13,0.0,20.69,72.24,239.06,253.56,195.76,147.11,211.74,163.57,1303.73
2010 - 43G1,0.0,0.0,0.0,0.0,94.32,14.02,3.43,0.0,1.28,0.0,0.0,0.0,0.0,18.73
2010 - 43G2,0.0,0.0,0.0,0.0,2.1,0.31,0.08,0.0,0.03,0.0,0.0,0.0,0.0,0.42
2010 - 43G7,2625.65,2227.77,107.65,63.03,0.0,24.44,268.48,391.92,277.0,81.53,26.87,33.35,31.5,1135.09
2010 - 43G8,818.15,78.52,5.65,1.62,0.0,0.0,431.71,539.64,368.14,368.14,98.33,9.59,49.16,1864.71
2010 - 43G9,3192.53,2888.11,262.72,212.86,0.0,0.0,338.51,641.47,176.62,98.44,113.12,71.09,11.67,1450.92
2010 - 43H0,2614.69,2298.03,228.97,188.3,0.0,6.99,21.71,77.72,93.85,73.66,62.57,87.45,68.43,492.38
2010 - 43H1,296.87,0.0,2.36,0.0,0.0,3.43,19.44,43.83,37.1,32.67,15.54,10.33,1.85,164.19
2010 - 44G7,3141.66,2965.49,173.39,121.03,0.17,40.47,288.52,211.55,35.1,13.97,5.25,10.65,5.25,610.76
2010 - 44G8,1389.12,1315.69,54.47,36.42,0.83,7.33,56.17,107.84,43.5,11.17,6.17,17.67,2.67,252.52
2010 - 44G9,2135.92,1786.35,101.29,66.36,1.74,13.97,305.0,523.97,300.93,242.91,66.65,103.01,36.96,1593.4
2010 - 44H0,3166.22,2838.41,178.17,131.25,0.0,2.36,12.84,25.22,8.44,2.06,4.24,3.36,1.08,59.6
2010 - 44H1,286.03,80.37,2.63,0.68,0.0,16.91,86.05,135.98,56.72,30.29,33.89,11.09,2.76,373.69
2010 - 45G7,1997.3,1125.84,84.15,52.67,3.4,36.32,44.46,50.24,9.29,1.6,2.52,2.24,0.36,147.03
