,A43ml,A1ml,V43ml,V1ml,Age 0,Age 1,Age 2,Age 3,Age 4,Age 5,Age 6,Age 7,Age 8+,1+
1991,132.24251748251748,37.03052447552447,4.303916083916083,0.9594930069930071,263.004,127.76466666666667,249.407,156.77583333333328,56.74033333333334,121.06716666666667,31.991999999999997,30.163,33.00033333333334,806.9103333333333
1992,146.96052447552447,39.266013986013995,4.412080419580421,0.9733391608391608,76.2790322580645,125.86467741935485,118.35467741935484,160.28983870967744,90.51193548387097,52.5225806451613,29.998548387096772,20.384999999999994,15.537419354838711,613.4646774193546
1993,124.71770979020978,29.057797202797204,3.619178321678322,0.8011538461538462,45.02342857142857,24.646857142857147,76.75342857142857,111.63314285714286,121.99285714285718,53.504,30.26914285714286,16.090571428571426,25.16142857142857,460.0514285714285
1994,152.14781468531467,45.87298951048951,4.909755244755245,1.004562937062937,140.95555555555558,46.20166666666667,127.79916666666668,231.7923611111111,146.30319444444444,75.07347222222222,28.202222222222225,12.70041666666667,11.232083333333334,679.3045833333333
1995,145.70176573426573,35.32103146853147,4.644510489510489,0.7864685314685315,86.49741935483871,83.38935483870968,34.96806451612903,67.31225806451613,89.14193548387098,78.98693548387097,48.796612903225814,22.53209677419355,12.236290322580647,437.3635483870967
1996,179.3430244755245,79.86667832167832,5.8093881118881106,2.020489510489511,26.72542857142857,59.304428571428566,158.91085714285714,117.19257142857143,91.23157142857144,61.57699999999999,32.65728571428571,16.217000000000002,10.660571428571428,547.7512857142858
1997,160.87459790209792,75.97697552447552,5.853426573426574,2.345314685314685,96.06823529411764,51.09921568627451,36.677843137254904,89.46705882352943,55.31490196078432,38.71156862745099,20.68941176470588,8.50470588235294,6.122941176470587,306.5876470588235
1998,164.3631118881119,91.87202797202798,6.097622377622378,2.9613111888111887,33.41347222222222,57.47680555555556,32.09513888888889,77.54430555555557,79.44375,33.51069444444445,20.786527777777778,10.75138888888889,5.851250000000001,317.4598611111111
1999,161.45283216783218,97.43958041958042,5.916048951048951,3.724055944055944,92.72684210526316,30.665087719298242,51.63438596491228,33.20017543859649,39.72149122807018,38.4719298245614,13.247105263157895,8.256578947368421,6.8133333333333335,222.0100877192983
2000,177.56921328671328,102.95332167832169,5.786206293706293,3.421923076923077,30.866902654867257,286.63805309734505,54.0270796460177,112.58106194690264,95.52159292035398,76.59265486725663,56.90787610619469,62.06008849557522,88.94964601769911,833.2780530973453
2001,184.46655594405593,108.93181818181819,5.818444055944055,4.116486013986013,102.89625000000001,55.823875,104.80837500000003,45.998375,55.91962500000002,18.316125,14.310125000000003,10.191875,5.512875,310.88125
