,A43ml,A1ml,V43ml,V1ml
1979,147.02115384615382,89.98092657342659,5.294877622377623,2.925576923076923
1980,153.55414335664338,79.09952797202797,5.798286713286713,3.0363636363636357
1981,150.17384615384617,99.29552447552447,5.568129370629371,3.43736013986014
1982,167.06510489510487,100.6783916083916,5.433374125874125,3.1221328671328674
1983,126.11617132867134,67.28416083916085,4.318094405594406,1.9880594405594407
1984,139.1466083916084,49.807447552447556,4.796818181818182,1.2665909090909093
1985,152.363479020979,64.27442307692307,5.21701048951049,1.6432167832167834
1986,158.93604895104892,69.23547202797204,5.4419405594405585,1.9216083916083917
1987,147.12877622377624,63.75617132867133,4.666958041958042,1.926958041958042
1988,161.52202797202798,75.55856643356643,5.135279720279721,2.133951048951049
1989,160.10008741258738,61.4061013986014,4.826940559440559,1.731695804195804
1990,147.2688986013986,40.69347902097903,4.193199300699301,1.2308916083916084
1991,132.24251748251748,37.03052447552447,4.303916083916083,0.9594930069930071
1992,146.96052447552447,39.266013986013995,4.412080419580421,0.9733391608391608
1993,124.71770979020978,29.057797202797204,3.619178321678322,0.8011538461538462
1994,152.14781468531467,45.87298951048951,4.909755244755245,1.004562937062937
1995,145.70176573426573,35.32103146853147,4.644510489510489,0.7864685314685315
1996,179.3430244755245,79.86667832167832,5.8093881118881106,2.020489510489511
1997,160.87459790209792,75.97697552447552,5.853426573426574,2.345314685314685
1998,164.3631118881119,91.87202797202798,6.097622377622378,2.9613111888111887
1999,161.45283216783218,97.43958041958042,5.916048951048951,3.724055944055944
2000,177.56921328671328,102.95332167832169,5.786206293706293,3.421923076923077
2001,184.46655594405593,108.93181818181819,5.818444055944055,4.116486013986013
2002,165.99249999999998,99.64797202797203,5.128881118881119,3.3965384615384613
2003,176.6845804195804,94.25753496503496,6.082447552447553,3.938164335664336
2004,190.06814685314689,110.61215034965034,6.821835664335665,4.213636363636364
2005,145.2387062937063,89.33814685314685,4.799440559440559,2.9924650349650346
2006,179.23169580419582,106.11468531468532,6.738094405594405,4.416241258741258
2007,180.40744755244754,114.55274475524475,6.525279720279721,4.311153846153847
2008,158.4325524475524,106.23134615384616,5.990052447552447,3.9165559440559448
2009,162.6451398601399,88.87807692307692,5.902552447552448,3.2161188811188812
2010,205.4622027972028,110.68944055944056,7.470384615384616,4.4771853146853156
2011,185.60054195804196,124.64104895104896,7.17444055944056,5.1745629370629365
2012,190.25694055944055,90.75681818181819,6.070384615384614,3.19048951048951
2013,193.85896853146855,105.24222027972027,6.413356643356644,3.8389685314685313
2014,218.30365384615385,100.47708041958042,7.199702797202798,3.2881118881118883
2015,222.95935314685315,119.52412587412586,7.268216783216784,4.02305944055944
2016,173.97344405594401,99.17141608391607,6.7350349650349655,3.5370804195804197
2017,180.67423076923075,95.5836013986014,7.230314685314685,4.240349650349651
2018,176.63928321678324,111.66234265734265,6.048094405594406,4.288339160839161
