,A43ml,A1ml,V43ml,V1ml,A>43ml,V>43ml,Total,Test
1991,0.2610942765735755,0.5629050353620784,0.24481643370782333,0.5453831497172027,0.17600068806434563,0.2098004165749734,167542.47000000006,0.9999999999999994
1992,0.23946826792987225,0.6531824922949719,0.2583455673544138,0.6341792765024173,0.10734923977515563,0.10747515614316863,130959.94000000003,0.9999999999999998
1993,0.1785595645765843,0.8206298424805604,0.18160923146041744,0.8175801755967272,0.0008105929428557185,0.0008105929428557185,53553.38999999999,1.0000000000000004
1994,0.30576536717502245,0.643559121639501,0.3058160015493546,0.6435084872651687,0.05067551118547657,0.05067551118547657,174782.45,1.0
1995,0.29584948693642166,0.5760363650457251,0.3063074685099832,0.5655783834721635,0.12811414801785342,0.12811414801785342,249758.52,1.0000000000000002
1996,0.20833178727011523,0.7715945906718753,0.20836986039154326,0.7715565175504474,0.020073622058009985,0.020073622058009985,237700.49999999988,1.0000000000000004
1997,0.2969763467542014,0.6374765096144971,0.2969763467542014,0.6374765096144971,0.06554714363130151,0.06554714363130151,167259.91999999998,1.0
1998,0.06189713879186937,0.8277719160851968,0.06189713879186937,0.8277719160851968,0.1103309451229339,0.1103309451229339,197013.62999999998,1.0
1999,0.16973736196322384,0.712579892365401,0.17010465259884494,0.7113008437866954,0.11768274567137471,0.11859450361445906,217974.5200000001,0.9999999999999996
2000,0.19617406142946087,0.6443542688417827,0.25487847609525704,0.5709055104774878,0.1594716697287569,0.17421601342725568,171233.79999999993,1.0000000000000004
2001,0.0616373916627697,0.9047680395697749,0.06626514041096525,0.9001402908215794,0.03359456876745549,0.03359456876745549,108203.79999999999,1.0
2002,0.1014384702467233,0.874783552991391,0.11203911487874187,0.8640659600446711,0.02377797676188582,0.023894925076587106,167338.87999999998,1.0
2003,0.17709470449202866,0.757659968288032,0.18990230434135444,0.7448523684387062,0.0652453272199397,0.0652453272199397,309170.33999999985,1.0000000000000002
2004,0.14651030385785635,0.8268377542892288,0.14651030385785635,0.8268377542892288,0.02665194185291537,0.02665194185291537,184142.67999999993,1.0000000000000004
2005,0.057631877149509125,0.7215354178249793,0.019750236392138174,0.721080655488176,0.22083270502551203,0.25916910811968624,210021.78999999992,1.0000000000000004
2006,0.12837600032792662,0.8208740099197803,0.13063383957626132,0.8182987084669093,0.05074998975229278,0.051067451956829095,322999.08,0.9999999999999998
2007,0.09053177408509361,0.7610995551546745,0.08491850527632468,0.7610995551546745,0.14836867076023177,0.1539819395690007,177032.32,0.9999999999999999
2008,0.20070760293707632,0.6408478183323592,0.18655632402732708,0.639700070131503,0.15844457873056436,0.17374360584116982,243642.29,0.9999999999999998
2009,0.49310719646878004,0.43763438650416386,0.5067536813324278,0.4231368615747525,0.06925841702705599,0.0701094570928196,223832.00000000006,0.9999999999999999
2010,0.16870382110673401,0.7253759408596232,0.12379057130259899,0.7253759408596232,0.10592023803364331,0.15083348783777842,165637.08999999997,1.0000000000000004
2011,0.14972836216638064,0.7054456136040961,0.15303831905572757,0.7021356567147492,0.14482602422952334,0.14482602422952334,177802.91999999998,1.0
2012,0.2798830544982698,0.6672511993426907,0.28337553373267776,0.6637587201082827,0.05286574615904002,0.05286574615904002,191617.4599999999,1.0000000000000004
2013,0.1445386646646877,0.693752271770965,0.14455121280683209,0.6937397236288206,0.1617090635643477,0.1617090635643477,121133.46999999997,1.0000000000000004
2014,0.11663993045372474,0.8021559328254886,0.1340309763707933,0.78476488690842,0.0812041367207863,0.0812041367207863,234525.86000000013,0.9999999999999996
2015,0.09324115762306327,0.7597522955797903,0.08328272272686126,0.7563303976448333,0.14700654679714656,0.1603868796283055,237812.47,1.0
2016,0.1275702033861222,0.7638867895963272,0.09508813680262602,0.7561593734991632,0.10854300701755094,0.14875248969821137,203573.86999999994,1.0000000000000004
2017,0.22883988540528552,0.5313195797305827,0.2289777241122899,0.5311817410235783,0.23984053486413168,0.23984053486413168,312321.56,1.0
2018,0.25606878079493106,0.713675996310867,0.2572921313680816,0.7108258634990682,0.030255222894201832,0.03188200513285018,139404.03000000003,0.9999999999999999
