,A43ml,A1ml,V43ml,V1ml
2001 - 52H6,0.0,0.0,0.0,0.0
2001 - 52H7,0.0,0.0,0.0,0.0
2001 - 52H8,0.0,0.0,0.0,0.0
2001 - 52H9,0.0,0.0,0.0,0.0
2001 - 52I0,0.0,0.0,0.0,0.0
2001 - 53F9,0.0,0.0,0.0,0.0
2001 - 53G0,0.0,0.0,0.0,0.0
2001 - 53G1,0.0,0.0,0.0,0.0
2001 - 53G2,0.0,0.0,0.0,0.0
2001 - 53G3,0.0,0.0,0.0,0.0
2001 - 53G4,0.0,0.0,0.0,0.0
2001 - 53G5,0.0,0.0,0.0,0.0
2001 - 53G6,0.0,0.0,0.0,0.0
2001 - 53G7,0.0,0.0,0.0,0.0
2001 - 53G8,0.0,0.0,0.0,0.0
2001 - 53G9,0.0,0.0,0.0,0.0
2001 - 53H0,0.0,0.0,0.0,0.0
2001 - 53H1,0.0,0.0,0.0,0.0
2001 - 53H2,0.0,0.0,0.0,0.0
2001 - 53H3,0.0,0.0,0.0,0.0
2001 - 53H4,0.0,0.0,0.0,0.0
2001 - 53H5,0.0,0.0,0.0,0.0
2001 - 53H6,0.0,0.0,0.0,0.0
2001 - 53H7,0.0,0.0,0.0,0.0
2001 - 53H8,0.0,0.0,0.0,0.0
2001 - 53H9,0.0,0.0,0.0,0.0
2001 - 53I0,0.0,0.0,0.0,0.0
2001 - 54F9,0.0,0.0,0.0,0.0
2001 - 54G0,0.0,0.0,0.0,0.0
2001 - 54G1,0.0,0.0,0.0,0.0
2001 - 54G2,0.0,0.0,0.0,0.0
2001 - 54G3,0.0,0.0,0.0,0.0
2001 - 54G4,0.0,0.0,0.0,0.0
2001 - 54G5,0.0,0.0,0.0,0.0
2001 - 54G6,0.0,0.0,0.0,0.0
2001 - 54G7,0.0,0.0,0.0,0.0
2001 - 54G8,0.0,0.0,0.0,0.0
2001 - 54G9,0.0,0.0,0.0,0.0
2001 - 54H0,0.0,0.0,0.0,0.0
2001 - 54H1,0.0,0.0,0.0,0.0
2001 - 54H2,0.0,0.0,0.0,0.0
2001 - 54H3,0.0,0.0,0.0,0.0
2001 - 54H4,0.0,0.0,0.0,0.0
2001 - 54H5,0.0,0.0,0.0,0.0
2001 - 54H6,0.0,0.0,0.0,0.0
2001 - 54H7,0.0,0.0,0.0,0.0
2001 - 54H8,0.0,0.0,0.0,0.0
2001 - 54H9,0.0,0.0,0.0,0.0
2001 - 54I0,0.0,0.0,0.0,0.0
2001 - 55F9,0.0,0.0,0.0,0.0
2001 - 55G0,0.0,0.0,0.0,0.0
2001 - 55G1,0.0,0.0,0.0,0.0
2001 - 55G2,0.0,0.0,0.0,0.0
2001 - 55G3,0.0,0.0,0.0,0.0
2001 - 55G4,0.0,0.0,0.0,0.0
2001 - 55G5,0.0,0.0,0.0,0.0
2001 - 55G6,0.0,0.0,0.0,0.0
2001 - 55G7,0.0,0.0,0.0,0.0
2001 - 55G8,0.0,0.0,0.0,0.0
2001 - 55G9,0.0,0.0,0.0,0.0
2001 - 55H0,0.0,0.0,0.0,0.0
2001 - 55H1,0.0,0.0,0.0,0.0
2001 - 55H2,0.0,0.0,0.0,0.0
2001 - 55H3,0.0,0.0,0.0,0.0
2001 - 55H4,0.0,0.0,0.0,0.0
2001 - 55H5,0.0,0.0,0.0,0.0
2001 - 55H6,0.0,0.0,0.0,0.0
2001 - 55H7,0.0,0.0,0.0,0.0
2001 - 55H8,0.0,0.0,0.0,0.0
2001 - 55H9,0.0,0.0,0.0,0.0
2001 - 55I0,0.0,0.0,0.0,0.0
2001 - 56F9,0.0,0.0,0.0,0.0
2001 - 56G0,0.0,0.0,0.0,0.0
2001 - 56G1,0.0,0.0,0.0,0.0
2001 - 56G2,0.0,0.0,0.0,0.0
2001 - 56G3,0.0,0.0,0.0,0.0
2001 - 56G4,0.0,0.0,0.0,0.0
2001 - 56G5,0.0,0.0,0.0,0.0
2001 - 56G6,0.0,0.0,0.0,0.0
2001 - 56G7,0.0,0.0,0.0,0.0
2001 - 56G8,0.0,0.0,0.0,0.0
2001 - 56G9,0.0,0.0,0.0,0.0
2001 - 56H0,0.0,0.0,0.0,0.0
2001 - 56H1,0.0,0.0,0.0,0.0
2001 - 56H2,0.0,0.0,0.0,0.0
2001 - 56H3,0.0,0.0,0.0,0.0
2001 - 56H4,0.0,0.0,0.0,0.0
2001 - 56H5,0.0,0.0,0.0,0.0
2001 - 56H6,0.0,0.0,0.0,0.0
2001 - 56H7,0.0,0.0,0.0,0.0
2001 - 56H8,0.0,0.0,0.0,0.0
2001 - 56H9,0.0,0.0,0.0,0.0
2001 - 56I0,0.0,0.0,0.0,0.0
2001 - 57F9,0.0,0.0,0.0,0.0
2001 - 57G0,0.0,0.0,0.0,0.0
2001 - 57G1,0.0,0.0,0.0,0.0
2001 - 57G2,0.0,0.0,0.0,0.0
2001 - 57G3,0.0,0.0,0.0,0.0
2001 - 57G4,0.0,0.0,0.0,0.0
2001 - 57G5,0.0,0.0,0.0,0.0
2001 - 57G6,0.0,0.0,0.0,0.0
2001 - 57G7,0.0,0.0,0.0,0.0
2001 - 57G8,0.0,0.0,0.0,0.0
2001 - 57G9,0.0,0.0,0.0,0.0
2001 - 57H0,0.0,0.0,0.0,0.0
2001 - 57H1,0.0,0.0,0.0,0.0
2001 - 57H2,0.0,0.0,0.0,0.0
2001 - 57H3,0.0,0.0,0.0,0.0
2001 - 57H4,0.0,0.0,0.0,0.0
2001 - 57H5,0.0,0.0,0.0,0.0
2001 - 57H6,0.0,0.0,0.0,0.0
2001 - 57H7,0.0,0.0,0.0,0.0
2001 - 57H8,0.0,0.0,0.0,0.0
2001 - 57H9,0.0,0.0,0.0,0.0
2001 - 57I0,0.0,0.0,0.0,0.0
2001 - 58F9,0.0,0.0,0.0,0.0
2001 - 58G0,0.0,0.0,0.0,0.0
2001 - 58G1,0.0,0.0,0.0,0.0
2001 - 58G2,0.0,0.0,0.0,0.0
2001 - 58G3,0.0,0.0,0.0,0.0
2001 - 58G4,0.0,0.0,0.0,0.0
2001 - 58G5,0.0,0.0,0.0,0.0
2001 - 58G6,0.0,0.0,0.0,0.0
2001 - 58G7,0.0,0.0,0.0,0.0
2001 - 58G8,0.0,0.0,0.0,0.0
2001 - 58G9,0.0,0.0,0.0,0.0
2001 - 58H0,0.0,0.0,0.0,0.0
2001 - 58H1,0.0,0.0,0.0,0.0
2001 - 58H2,0.0,0.0,0.0,0.0
2001 - 58H3,0.0,0.0,0.0,0.0
2001 - 58H4,0.0,0.0,0.0,0.0
2001 - 58H5,0.0,0.0,0.0,0.0
2001 - 58H6,0.0,0.0,0.0,0.0
2001 - 58H7,0.0,0.0,0.0,0.0
2001 - 58H8,0.0,0.0,0.0,0.0
2001 - 58H9,0.0,0.0,0.0,0.0
2001 - 58I0,0.0,0.0,0.0,0.0
2001 - 59F9,0.0,0.0,0.0,0.0
2001 - 59G0,0.0,0.0,0.0,0.0
2001 - 59G1,0.0,0.0,0.0,0.0
2001 - 59G2,0.0,0.0,0.0,0.0
2001 - 59G3,0.0,0.0,0.0,0.0
2001 - 59G4,0.0,0.0,0.0,0.0
2001 - 59G5,0.0,0.0,0.0,0.0
2001 - 59G6,0.0,0.0,0.0,0.0
2001 - 59G7,0.0,0.0,0.0,0.0
2001 - 59G8,0.0,0.0,0.0,0.0
2001 - 59G9,0.0,0.0,0.0,0.0
2001 - 59H0,0.0,0.0,0.0,0.0
2001 - 59H1,0.0,0.0,0.0,0.0
2001 - 59H2,0.0,0.0,0.0,0.0
2001 - 59H3,0.0,0.0,0.0,0.0
2001 - 59H4,0.0,0.0,0.0,0.0
2001 - 59H5,0.0,0.0,0.0,0.0
2001 - 59H6,0.0,0.0,0.0,0.0
2001 - 59H7,0.0,0.0,0.0,0.0
2001 - 59H8,0.0,0.0,0.0,0.0
2001 - 59H9,0.0,0.0,0.0,0.0
2001 - 59I0,0.0,0.0,0.0,0.0
2001 - 60F9,0.0,0.0,0.0,0.0
2001 - 60G0,0.0,0.0,0.0,0.0
2001 - 60G1,0.0,0.0,0.0,0.0
2001 - 60G2,0.0,0.0,0.0,0.0
2001 - 60G3,0.0,0.0,0.0,0.0
2001 - 60G4,0.0,0.0,0.0,0.0
2001 - 60G5,0.0,0.0,0.0,0.0
2001 - 60G6,0.0,0.0,0.0,0.0
2001 - 60G7,0.0,0.0,0.0,0.0
2001 - 60G8,0.0,0.0,0.0,0.0
2001 - 60G9,0.0,0.0,0.0,0.0
2001 - 60H0,0.0,0.0,0.0,0.0
2001 - 60H1,0.0,0.0,0.0,0.0
2001 - 60H2,0.0,0.0,0.0,0.0
2001 - 60H3,0.0,0.0,0.0,0.0
2001 - 60H4,0.0,0.0,0.0,0.0
2001 - 60H5,0.0,0.0,0.0,0.0
2001 - 60H6,0.0,0.0,0.0,0.0
2001 - 60H7,0.0,0.0,0.0,0.0
2001 - 60H8,0.0,0.0,0.0,0.0
2001 - 60H9,0.0,0.0,0.0,0.0
2001 - 60I0,0.0,0.0,0.0,0.0
2002 - 35F9,0.0,0.0,0.0,0.0
2002 - 35G0,0.0,0.0,0.0,0.0
2002 - 35G1,0.0,0.0,0.0,0.0
2002 - 35G2,0.0,0.0,0.0,0.0
2002 - 35G3,0.0,0.0,0.0,0.0
2002 - 35G4,0.0,0.0,0.0,0.0
2002 - 35G5,0.0,0.0,0.0,0.0
2002 - 35G6,0.0,0.0,0.0,0.0
2002 - 35G7,0.0,0.0,0.0,0.0
2002 - 35G8,0.0,0.0,0.0,0.0
2002 - 35G9,0.0,0.0,0.0,0.0
2002 - 35H0,0.0,0.0,0.0,0.0
2002 - 35H1,0.0,0.0,0.0,0.0
2002 - 35H2,0.0,0.0,0.0,0.0
2002 - 35H3,0.0,0.0,0.0,0.0
2002 - 35H4,0.0,0.0,0.0,0.0
2002 - 35H5,0.0,0.0,0.0,0.0
2002 - 35H6,0.0,0.0,0.0,0.0
2002 - 35H7,0.0,0.0,0.0,0.0
2002 - 35H8,0.0,0.0,0.0,0.0
2002 - 35H9,0.0,0.0,0.0,0.0
2002 - 35I0,0.0,0.0,0.0,0.0
2002 - 36F9,0.0,0.0,0.0,0.0
2002 - 36G0,0.0,0.0,0.0,0.0
2002 - 36G1,0.0,0.0,0.0,0.0
2002 - 36G2,0.0,0.0,0.0,0.0
2002 - 36G3,0.0,0.0,0.0,0.0
2002 - 36G4,0.0,0.0,0.0,0.0
2002 - 36G5,0.0,0.0,0.0,0.0
2002 - 36G6,0.0,0.0,0.0,0.0
2002 - 36G7,0.0,0.0,0.0,0.0
2002 - 36G8,0.0,0.0,0.0,0.0
2002 - 36G9,0.0,0.0,0.0,0.0
2002 - 36H0,0.0,0.0,0.0,0.0
2002 - 36H1,0.0,0.0,0.0,0.0
2002 - 36H2,0.0,0.0,0.0,0.0
2002 - 36H3,0.0,0.0,0.0,0.0
2002 - 36H4,0.0,0.0,0.0,0.0
2002 - 36H5,0.0,0.0,0.0,0.0
2002 - 36H6,0.0,0.0,0.0,0.0
2002 - 36H7,0.0,0.0,0.0,0.0
2002 - 36H8,0.0,0.0,0.0,0.0
2002 - 36H9,0.0,0.0,0.0,0.0
2002 - 36I0,0.0,0.0,0.0,0.0
2002 - 37F9,0.0,0.0,0.0,0.0
2002 - 37G0,280.37,4.04,0.53,0.01
2002 - 37G1,1124.89,494.3,5.27,0.88
2002 - 37G2,104.09,16.01,0.36,0.02
2002 - 37G3,0.0,0.0,0.0,0.0
2002 - 37G4,0.0,0.0,0.0,0.0
2002 - 37G5,20.01,0.0,0.04,0.0
2002 - 37G6,0.0,0.0,0.0,0.0
2002 - 37G7,0.0,0.0,0.0,0.0
2002 - 37G8,0.0,0.0,0.0,0.0
2002 - 37G9,20.0,0.0,0.04,0.0
2002 - 37H0,0.0,0.0,0.0,0.0
2002 - 37H1,0.0,0.0,0.0,0.0
2002 - 37H2,0.0,0.0,0.0,0.0
2002 - 37H3,0.0,0.0,0.0,0.0
2002 - 37H4,0.0,0.0,0.0,0.0
2002 - 37H5,0.0,0.0,0.0,0.0
2002 - 37H6,0.0,0.0,0.0,0.0
2002 - 37H7,0.0,0.0,0.0,0.0
2002 - 37H8,0.0,0.0,0.0,0.0
2002 - 37H9,0.0,0.0,0.0,0.0
2002 - 37I0,0.0,0.0,0.0,0.0
2002 - 38F9,75.34,0.0,0.28,0.0
2002 - 38G0,1237.28,417.35,6.94,1.81
2002 - 38G1,187.58,67.85,0.87,0.26
2002 - 38G2,11.99,0.0,0.02,0.0
2002 - 38G3,450.72,43.55,1.86,0.0
2002 - 38G4,31.61,0.0,0.17,0.0
2002 - 38G5,955.01,59.31,15.6,0.13
2002 - 38G6,59.28,0.0,0.71,0.0
2002 - 38G7,0.0,0.0,0.0,0.0
2002 - 38G8,550.64,126.54,9.84,1.24
2002 - 38G9,2005.41,146.39,43.81,1.75
2002 - 38H0,0.0,0.0,0.0,0.0
2002 - 38H1,0.0,0.0,0.0,0.0
2002 - 38H2,0.0,0.0,0.0,0.0
2002 - 38H3,0.0,0.0,0.0,0.0
2002 - 38H4,0.0,0.0,0.0,0.0
2002 - 38H5,0.0,0.0,0.0,0.0
2002 - 38H6,0.0,0.0,0.0,0.0
2002 - 38H7,0.0,0.0,0.0,0.0
2002 - 38H8,0.0,0.0,0.0,0.0
2002 - 38H9,0.0,0.0,0.0,0.0
2002 - 38I0,0.0,0.0,0.0,0.0
2002 - 39F9,287.5,35.48,1.46,0.08
2002 - 39G0,152.9,39.47,0.85,0.22
2002 - 39G1,86.27,0.0,0.27,0.0
2002 - 39G2,0.0,0.0,0.0,0.0
2002 - 39G3,937.2,3.94,2.3,0.0
2002 - 39G4,505.88,113.69,2.96,0.17
2002 - 39G5,2387.68,1743.96,76.03,32.48
2002 - 39G6,2380.43,657.63,43.26,7.63
2002 - 39G7,1566.43,0.0,22.04,0.0
2002 - 39G8,2693.15,869.11,58.6,6.56
2002 - 39G9,3082.99,1487.94,73.39,7.32
2002 - 39H0,89.85,0.0,0.54,0.0
2002 - 39H1,0.0,0.0,0.0,0.0
2002 - 39H2,0.0,0.0,0.0,0.0
2002 - 39H3,0.0,0.0,0.0,0.0
2002 - 39H4,0.0,0.0,0.0,0.0
2002 - 39H5,0.0,0.0,0.0,0.0
2002 - 39H6,0.0,0.0,0.0,0.0
2002 - 39H7,0.0,0.0,0.0,0.0
2002 - 39H8,0.0,0.0,0.0,0.0
2002 - 39H9,0.0,0.0,0.0,0.0
2002 - 39I0,0.0,0.0,0.0,0.0
2002 - 40F9,3.9,0.0,0.03,0.0
2002 - 40G0,643.03,7.71,2.57,0.03
2002 - 40G1,88.62,15.41,0.32,0.05
2002 - 40G2,193.28,0.0,0.89,0.0
2002 - 40G3,0.0,0.0,0.0,0.0
2002 - 40G4,416.31,214.02,4.49,1.21
2002 - 40G5,1922.99,1810.2,20.9,34.51
2002 - 40G6,1297.11,927.72,14.27,8.05
2002 - 40G7,109.1,0.0,0.61,0.0
2002 - 40G8,2876.35,2062.14,85.63,38.33
2002 - 40G9,2026.6,1323.49,37.69,12.41
2002 - 40H0,268.53,0.0,2.94,0.0
2002 - 40H1,0.0,0.0,0.0,0.0
2002 - 40H2,0.0,0.0,0.0,0.0
2002 - 40H3,0.0,0.0,0.0,0.0
2002 - 40H4,0.0,0.0,0.0,0.0
2002 - 40H5,0.0,0.0,0.0,0.0
2002 - 40H6,0.0,0.0,0.0,0.0
2002 - 40H7,0.0,0.0,0.0,0.0
2002 - 40H8,0.0,0.0,0.0,0.0
2002 - 40H9,0.0,0.0,0.0,0.0
2002 - 40I0,0.0,0.0,0.0,0.0
2002 - 41F9,0.0,0.0,0.0,0.0
2002 - 41G0,694.32,65.25,2.84,0.18
2002 - 41G1,2720.89,0.0,16.0,0.0
2002 - 41G2,1324.53,0.0,12.78,0.0
2002 - 41G3,0.0,0.0,0.0,0.0
2002 - 41G4,0.0,0.0,0.0,0.0
2002 - 41G5,0.0,0.0,0.0,0.0
2002 - 41G6,3.8,0.0,0.0,0.0
2002 - 41G7,0.0,0.0,0.0,0.0
2002 - 41G8,1826.15,501.73,59.42,7.54
2002 - 41G9,2047.23,2047.23,80.36,48.56
2002 - 41H0,0.0,0.0,0.0,0.0
2002 - 41H1,0.0,0.0,0.0,0.0
2002 - 41H2,0.0,0.0,0.0,0.0
2002 - 41H3,0.0,0.0,0.0,0.0
2002 - 41H4,0.0,0.0,0.0,0.0
2002 - 41H5,0.0,0.0,0.0,0.0
2002 - 41H6,0.0,0.0,0.0,0.0
2002 - 41H7,0.0,0.0,0.0,0.0
2002 - 41H8,0.0,0.0,0.0,0.0
2002 - 41H9,0.0,0.0,0.0,0.0
2002 - 41I0,0.0,0.0,0.0,0.0
2002 - 42F9,0.0,0.0,0.0,0.0
2002 - 42G0,0.0,0.0,0.0,0.0
2002 - 42G1,0.0,0.0,0.0,0.0
2002 - 42G2,345.06,0.0,1.14,0.0
2002 - 42G3,0.0,0.0,0.0,0.0
2002 - 42G4,0.0,0.0,0.0,0.0
2002 - 42G5,0.0,0.0,0.0,0.0
2002 - 42G6,15.18,7.59,0.01,0.0
2002 - 42G7,669.38,643.1,2.49,5.79
2002 - 42G8,743.62,535.8,28.71,14.29
2002 - 42G9,3397.22,3397.22,203.66,183.56
2002 - 42H0,1146.71,1146.71,0.74,40.04
2002 - 42H1,0.0,0.0,0.0,0.0
2002 - 42H2,0.0,0.0,0.0,0.0
2002 - 42H3,0.0,0.0,0.0,0.0
2002 - 42H4,0.0,0.0,0.0,0.0
2002 - 42H5,0.0,0.0,0.0,0.0
2002 - 42H6,0.0,0.0,0.0,0.0
2002 - 42H7,0.0,0.0,0.0,0.0
2002 - 42H8,0.0,0.0,0.0,0.0
2002 - 42H9,0.0,0.0,0.0,0.0
2002 - 42I0,0.0,0.0,0.0,0.0
2002 - 43F9,0.0,0.0,0.0,0.0
2002 - 43G0,0.0,0.0,0.0,0.0
2002 - 43G1,0.0,0.0,0.0,0.0
2002 - 43G2,0.0,0.0,0.0,0.0
2002 - 43G3,0.0,0.0,0.0,0.0
2002 - 43G4,0.0,0.0,0.0,0.0
2002 - 43G5,0.0,0.0,0.0,0.0
2002 - 43G6,0.0,0.0,0.0,0.0
2002 - 43G7,1587.96,560.61,32.5,7.38
2002 - 43G8,153.36,86.08,3.42,1.41
2002 - 43G9,2995.91,2787.97,235.47,189.16
2002 - 43H0,2096.33,2077.74,138.35,174.48
2002 - 43H1,11.15,0.0,0.01,0.0
2002 - 43H2,0.0,0.0,0.0,0.0
2002 - 43H3,722.15,0.0,2.9,0.0
2002 - 43H4,416.08,185.85,3.04,0.42
2002 - 43H5,0.0,0.0,0.0,0.0
2002 - 43H6,0.0,0.0,0.0,0.0
2002 - 43H7,0.0,0.0,0.0,0.0
2002 - 43H8,0.0,0.0,0.0,0.0
2002 - 43H9,0.0,0.0,0.0,0.0
2002 - 43I0,0.0,0.0,0.0,0.0
2002 - 44F9,0.0,0.0,0.0,0.0
2002 - 44G0,0.0,0.0,0.0,0.0
2002 - 44G1,0.0,0.0,0.0,0.0
2002 - 44G2,0.0,0.0,0.0,0.0
2002 - 44G3,0.0,0.0,0.0,0.0
2002 - 44G4,0.0,0.0,0.0,0.0
2002 - 44G5,0.0,0.0,0.0,0.0
2002 - 44G6,32.88,3.65,0.17,0.0
2002 - 44G7,2131.06,1046.66,66.68,25.52
2002 - 44G8,1293.52,898.2,27.41,7.31
2002 - 44G9,1826.65,1407.48,81.02,51.56
2002 - 44H0,2640.17,2640.17,71.66,96.2
2002 - 44H1,32.87,32.87,0.0,0.15
2002 - 44H2,0.0,0.0,0.0,0.0
2002 - 44H3,383.21,0.0,1.65,0.0
2002 - 44H4,132.89,0.0,0.36,0.0
2002 - 44H5,0.0,0.0,0.0,0.0
2002 - 44H6,0.0,0.0,0.0,0.0
2002 - 44H7,0.0,0.0,0.0,0.0
2002 - 44H8,0.0,0.0,0.0,0.0
2002 - 44H9,0.0,0.0,0.0,0.0
2002 - 44I0,0.0,0.0,0.0,0.0
2002 - 45F9,0.0,0.0,0.0,0.0
2002 - 45G0,0.0,0.0,0.0,0.0
2002 - 45G1,0.0,0.0,0.0,0.0
2002 - 45G2,0.0,0.0,0.0,0.0
2002 - 45G3,0.0,0.0,0.0,0.0
2002 - 45G4,0.0,0.0,0.0,0.0
2002 - 45G5,0.0,0.0,0.0,0.0
2002 - 45G6,10.93,0.0,0.02,0.0
2002 - 45G7,2331.87,2039.08,105.53,74.39
2002 - 45G8,3147.94,2853.74,168.13,107.85
2002 - 45G9,2318.7,1996.33,123.25,81.91
2002 - 45H0,2723.28,2690.7,63.58,67.21
2002 - 45H1,248.82,248.82,0.0,1.96
2002 - 45H2,0.0,0.0,0.0,0.0
2002 - 45H3,0.0,0.0,0.0,0.0
2002 - 45H4,0.0,0.0,0.0,0.0
2002 - 45H5,0.0,0.0,0.0,0.0
2002 - 45H6,0.0,0.0,0.0,0.0
2002 - 45H7,0.0,0.0,0.0,0.0
2002 - 45H8,0.0,0.0,0.0,0.0
2002 - 45H9,0.0,0.0,0.0,0.0
2002 - 45I0,0.0,0.0,0.0,0.0
2002 - 46F9,0.0,0.0,0.0,0.0
2002 - 46G0,0.0,0.0,0.0,0.0
2002 - 46G1,0.0,0.0,0.0,0.0
2002 - 46G2,0.0,0.0,0.0,0.0
2002 - 46G3,0.0,0.0,0.0,0.0
2002 - 46G4,0.0,0.0,0.0,0.0
2002 - 46G5,0.0,0.0,0.0,0.0
2002 - 46G6,0.0,0.0,0.0,0.0
2002 - 46G7,211.94,10.79,1.97,0.06
2002 - 46G8,2421.23,1868.71,220.25,169.49
2002 - 46G9,3016.85,2909.24,187.12,129.35
2002 - 46H0,2977.95,2967.18,173.6,143.5
2002 - 46H1,781.45,781.45,2.64,10.45
2002 - 46H2,0.0,0.0,0.0,0.0
2002 - 46H3,0.0,0.0,0.0,0.0
2002 - 46H4,0.0,0.0,0.0,0.0
2002 - 46H5,0.0,0.0,0.0,0.0
2002 - 46H6,0.0,0.0,0.0,0.0
2002 - 46H7,0.0,0.0,0.0,0.0
2002 - 46H8,0.0,0.0,0.0,0.0
2002 - 46H9,0.0,0.0,0.0,0.0
2002 - 46I0,0.0,0.0,0.0,0.0
2002 - 47F9,0.0,0.0,0.0,0.0
2002 - 47G0,0.0,0.0,0.0,0.0
2002 - 47G1,0.0,0.0,0.0,0.0
2002 - 47G2,0.0,0.0,0.0,0.0
2002 - 47G3,0.0,0.0,0.0,0.0
2002 - 47G4,0.0,0.0,0.0,0.0
2002 - 47G5,0.0,0.0,0.0,0.0
2002 - 47G6,0.0,0.0,0.0,0.0
2002 - 47G7,0.0,0.0,0.0,0.0
2002 - 47G8,91.63,0.0,0.64,0.0
2002 - 47G9,2350.16,965.33,66.2,11.78
2002 - 47H0,3031.31,1758.06,117.43,51.36
2002 - 47H1,2693.26,2405.8,51.79,77.01
2002 - 47H2,636.08,636.08,0.0,6.44
2002 - 47H3,0.0,0.0,0.0,0.0
2002 - 47H4,0.0,0.0,0.0,0.0
2002 - 47H5,0.0,0.0,0.0,0.0
2002 - 47H6,0.0,0.0,0.0,0.0
2002 - 47H7,0.0,0.0,0.0,0.0
2002 - 47H8,0.0,0.0,0.0,0.0
2002 - 47H9,0.0,0.0,0.0,0.0
2002 - 47I0,0.0,0.0,0.0,0.0
2002 - 48F9,0.0,0.0,0.0,0.0
2002 - 48G0,0.0,0.0,0.0,0.0
2002 - 48G1,0.0,0.0,0.0,0.0
2002 - 48G2,0.0,0.0,0.0,0.0
2002 - 48G3,0.0,0.0,0.0,0.0
2002 - 48G4,0.0,0.0,0.0,0.0
2002 - 48G5,0.0,0.0,0.0,0.0
2002 - 48G6,0.0,0.0,0.0,0.0
2002 - 48G7,0.0,0.0,0.0,0.0
2002 - 48G8,0.0,0.0,0.0,0.0
2002 - 48G9,595.69,0.0,8.27,0.0
2002 - 48H0,1107.99,3.48,13.45,0.02
2002 - 48H1,581.98,104.69,10.02,1.34
2002 - 48H2,0.0,0.0,0.0,0.0
2002 - 48H3,0.0,0.0,0.0,0.0
2002 - 48H4,24.2,0.0,0.12,0.0
2002 - 48H5,176.21,0.0,0.67,0.0
2002 - 48H6,394.99,0.0,4.17,0.0
2002 - 48H7,93.14,0.0,0.39,0.0
2002 - 48H8,0.0,0.0,0.0,0.0
2002 - 48H9,0.0,0.0,0.0,0.0
2002 - 48I0,0.0,0.0,0.0,0.0
2002 - 49F9,0.0,0.0,0.0,0.0
2002 - 49G0,0.0,0.0,0.0,0.0
2002 - 49G1,0.0,0.0,0.0,0.0
2002 - 49G2,0.0,0.0,0.0,0.0
2002 - 49G3,0.0,0.0,0.0,0.0
2002 - 49G4,0.0,0.0,0.0,0.0
2002 - 49G5,0.0,0.0,0.0,0.0
2002 - 49G6,0.0,0.0,0.0,0.0
2002 - 49G7,0.0,0.0,0.0,0.0
2002 - 49G8,0.0,0.0,0.0,0.0
2002 - 49G9,0.0,0.0,0.0,0.0
2002 - 49H0,0.0,0.0,0.0,0.0
2002 - 49H1,0.0,0.0,0.0,0.0
2002 - 49H2,13.67,0.0,0.02,0.0
2002 - 49H3,0.0,0.0,0.0,0.0
2002 - 49H4,0.0,0.0,0.0,0.0
2002 - 49H5,0.0,0.0,0.0,0.0
2002 - 49H6,0.0,0.0,0.0,0.0
2002 - 49H7,445.84,0.0,3.29,0.0
2002 - 49H8,0.0,0.0,0.0,0.0
2002 - 49H9,0.0,0.0,0.0,0.0
2002 - 49I0,0.0,0.0,0.0,0.0
2002 - 50F9,0.0,0.0,0.0,0.0
2002 - 50G0,0.0,0.0,0.0,0.0
2002 - 50G1,0.0,0.0,0.0,0.0
2002 - 50G2,0.0,0.0,0.0,0.0
2002 - 50G3,0.0,0.0,0.0,0.0
2002 - 50G4,0.0,0.0,0.0,0.0
2002 - 50G5,0.0,0.0,0.0,0.0
2002 - 50G6,0.0,0.0,0.0,0.0
2002 - 50G7,0.0,0.0,0.0,0.0
2002 - 50G8,0.0,0.0,0.0,0.0
2002 - 50G9,0.0,0.0,0.0,0.0
2002 - 50H0,0.0,0.0,0.0,0.0
2002 - 50H1,0.0,0.0,0.0,0.0
2002 - 50H2,0.0,0.0,0.0,0.0
2002 - 50H3,0.0,0.0,0.0,0.0
2002 - 50H4,0.0,0.0,0.0,0.0
2002 - 50H5,0.0,0.0,0.0,0.0
2002 - 50H6,0.0,0.0,0.0,0.0
2002 - 50H7,0.0,0.0,0.0,0.0
2002 - 50H8,0.0,0.0,0.0,0.0
2002 - 50H9,0.0,0.0,0.0,0.0
2002 - 50I0,0.0,0.0,0.0,0.0
2002 - 51F9,0.0,0.0,0.0,0.0
2002 - 51G0,0.0,0.0,0.0,0.0
2002 - 51G1,0.0,0.0,0.0,0.0
2002 - 51G2,0.0,0.0,0.0,0.0
2002 - 51G3,0.0,0.0,0.0,0.0
2002 - 51G4,0.0,0.0,0.0,0.0
2002 - 51G5,0.0,0.0,0.0,0.0
2002 - 51G6,0.0,0.0,0.0,0.0
2002 - 51G7,0.0,0.0,0.0,0.0
2002 - 51G8,0.0,0.0,0.0,0.0
2002 - 51G9,0.0,0.0,0.0,0.0
2002 - 51H0,0.0,0.0,0.0,0.0
2002 - 51H1,0.0,0.0,0.0,0.0
2002 - 51H2,0.0,0.0,0.0,0.0
2002 - 51H3,0.0,0.0,0.0,0.0
2002 - 51H4,0.0,0.0,0.0,0.0
2002 - 51H5,0.0,0.0,0.0,0.0
2002 - 51H6,0.0,0.0,0.0,0.0
2002 - 51H7,0.0,0.0,0.0,0.0
2002 - 51H8,0.0,0.0,0.0,0.0
2002 - 51H9,0.0,0.0,0.0,0.0
2002 - 51I0,0.0,0.0,0.0,0.0
2002 - 52F9,0.0,0.0,0.0,0.0
